,Food label,Subs A,Subs B,True label
571,"BEEF,RND,EYE OF RND,RST,LN & FAT,1/8"" FAT,ALL GRDS,RAW","BEEF,RIB EYE STEAK/ROAST,BONE-IN,LIP-ON,LN,1/8"" FAT,SEL,RAW","BEEF,CHK,MOCK TENDER STK,BNLS,LN,0"" FAT,ALL GRDS,CKD,BRSD",Sub B
572,"BEEF,RND,TIP RND,LN&FAT,1/8""FAT,ALL GRDS,RAW","BEEF,TOP SIRLOIN,STEAK,LN & FAT,0"" FAT,SEL,CKD,BRLD","BEEF,LOIN,TOP SIRLOIN FILET,BNLESS,LN,0"" FAT,CHOIC,CKD,GRILD",Sub B
573,"BEEF,RND,TIP RND,RST,LN & FAT,1/8"" FAT,CHOIC,CKD,RSTD","BEEF,SHLDR POT RST OR STEAK,BNLESS,LN,0"" FAT,SEL,RAW","BEEF,NZ,IMP,STRIPLOIN,LN,RAW",Sub A
574,"BEEF,RND,TOP RND,LN&FAT,1/8""FAT,CHOIC,CKD,BRSD","BEEF,TOP LOIN FILET,BNLESS,LN & FAT,1/8"" FAT,SEL,CKD,GRILLED","BEEF,RND,TOP RND STEAK,BNLESS,LN,0"" FAT,SEL,CKD,GRILLED",Sub B
575,"BEEF,RND,TOP RND,STEAK,LN & FAT,1/8"" FAT,CHOIC,CKD,BRLD","BEEF,RND,KNUCKLE,TIP SIDE,STEAK,LN & FAT,0"" FAT,CHOIC,RAW","BEEF,RND,EYE OF RND RST,BNLESS,LN & FAT,0"" FAT,SEL,RAW",Sub A
576,"BEEF,RND,TOP RND,LN&FAT,1/8""FAT,CHOIC,CKD,PAN-FRIED","BEEF,RND,EYE OF RND,RST,LN,1/8"" FAT,SEL,RAW","BEEF,FLANK,STEAK,LN & FAT,0"" FAT,CHOIC,CKD,BRLD",Sub A
577,"BEEF,RND,TOP RND,STEAK,LN & FAT,1/8"" FAT,SEL,RAW","BEEF,RND,EYE OF RND,RST,LN & FAT,1/8"" FAT,SEL,RAW","BEEF,LOIN,TOP SIRLN CAP STK,BNLS,LN,1/8"" FAT,AL GRDS,CKD,GLD",Sub A
578,"BEEF,RND,TOP RND,LN&FAT,1/8""FAT,SEL,CKD,BRSD","BEEF,SHLDR POT RST,BNLESS,LN & FAT,0"" FAT,SEL,CKD,BRSD","BF,RND,KNUCKLE,TIP SIDE,STEAK,LN & FAT,0"" FAT,SE,CKD,GRILLED",Sub B
579,"BEEF,SHRT LN,T-BONE STK,L & F,1/8"" FAT,CHOIC,CKD,GRILLED","BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN,0"" FAT,SEL,RAW","BEEF,LOIN,TOP SIRLON PETITE RST/FILET,BNLS,LN,0"" FAT,SEL,RAW",Sub B
580,"BEEF,LOIN,TOP LOIN,LN & FAT,1/8"" FAT,ALL GRDS,CKD,GRILLED","BEEF,GROUND,85% LN MEAT / 15% FAT,LOAF,CKD,BKD","BEEF,PLATE STEAK,BNLESS,INSIDE SKIRT,LN,0"" FAT,SEL,RAW",Sub B
581,"BEEF,SHRT LOIN,TOP LN,STK,LN & FAT,1/8"" FAT,CHOIC,CKD,GRLLD","BEEF,RND,FULL CUT,LN&FAT,1/8""FAT,CHOIC,RAW","BEEF,LOIN,TOP SIRLON PTIT RST,BLS,LN,0"" FAT,AL GRDS,CKD,RSTD",Sub B
582,"BEEF,LOIN,TOP LOIN,LN & FAT,1/8"" FAT,SEL,RAW","BEEF,RND,TOP RND RST,BNLESS,LN & FAT,0"" FAT,CHOIC,CKD,RSTD","BEEF,NZ,IMP,TRIPE UNCKD,RAW",Sub B
583,"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN & FAT,1/8"" FAT,PRIME,RAW","BEEF,CHUCK EYE RST,BNLESS,A BF RST,LN & FAT,0"",ALL G,RAW","BEEF,NZ,IMP,TENDERLOIN,LN & FAT,RAW",Sub B
584,"BEEF,TENDERLOIN,RST,LN & FAT,1/8"" FAT,ALL GRDS,CKD,RSTD","BEEF,TOP LOIN PETITE ROAST/FILET,BNLESS,LN,1/8"" FAT,SEL,RAW","BEEF,ASTRLN,GRSFD,RND,TOPRND CAPOFF STK/RST,BNLS,LN & FT,RAW",Sub A
585,"BEEF,TENDERLOIN,RST,LN & FAT,1/8"" FAT,CHOIC,CKD,RSTD","BEEF,SHRT LOIN,T-BONE STEAK,LN&FAT,1/8""FAT,ALL GRDS,RAW","BEEF,CHUCK,CLOD RST,LN ONLY,TO 1/4"" FAT,ALL GRDS,CKD,RSTD",Sub B
586,"BEEF,TENDERLOIN,STEAK,LN & FAT,1/8"" FAT,SEL,RAW","BEEF,LOIN,TNDRLN RST,BNLESS,L & F,0"" FAT,ALL GRDS,CKD,RSTD","BEEF,NZ,IMP,RUMP CENTRE,LN & FAT,RAW",Sub B
587,"BEEF,TENDERLOIN,RST,LN & FAT,1/8"" FAT,SEL,CKD,RSTD","BEEF,PLATE STEAK,BNLESS,INSIDE SKIRT,LN,0"" FAT,SEL,RAW","BF,RND,KNUCKLE,TIP SIDE,STEAK,LN & FAT,0"" FAT,CH,CKD,GRILLED",Sub A
588,"BEEF,TENDERLOIN,LN&FAT,1/8""FAT,PRIME,RAW","BEEF,NZ,IMP,RIBS PREP,CKD,FAST RSTD","BEEF,BRISKET,POINT HALF,LN,0""FAT,ALL GRDS,CKD,BRSD",Sub A
589,"BEEF,TENDERLOIN,STEAK,LN & FAT,1/8"" FAT,PRIME,CKD,BRLD","BEEF,SHRT LOIN,T-BONE STEAK,LN,0"" FAT,CHOIC,CKD,BRLD","BEEF,NZ,IMP,LIVER,CKD,BLD",Sub B
590,"BEEF,TENDERLOIN,RST,LN & FAT,1/8"" FAT,PRIME,CKD,RSTD","BEEF,TOP LOIN FILET,BNLESS,LN,1/8"" FAT,CHOIC,CKD,GRILLED","BF,RND,KNUCK,TIP SIDE,STK,LN & FAT,0"" FAT,ALL GRDS,CKD,GRLD",Sub B
591,"BEEF,TOP SIRLOIN,STEAK,LN & FAT,1/8"" FAT,ALL GRDS,CKD,BRLD","BEEF,CHCK,MCK TENDER STK,LN & FAT,0"" FAT,USDA CHOIC,CKD,BRLD","BEEF,RND,BTTM RND,STEAK,LN,0"" FAT,CHOIC,CKD,BRSD",Sub A
592,"BEEF,TOP SIRLOIN,STEAK,LN & FAT,1/8"" FAT,CHOIC,CKD,BRLD","BEEF,TOP SIRLOIN,STEAK,LN,1/8"" FAT,SEL,RAW","BEEF,TOP LOIN FILET,BNLESS,LN,1/8"" FAT,CHOIC,CKD,GRILLED",Sub A
593,"BEEF,CHUCK,CLOD RST,LN,0"" FAT,SEL,CKD,RSTD","BEEF,NZ,IMP,TENDERLOIN,LN & FAT,RAW","BEEF,VAR MEATS&BY-PRODUCTS,KIDNEYS,RAW",Sub A
594,"BEEF,FLANK,STEAK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD","BEEF,SHRT LOIN,PRTRHS STEAK,LN,1/8"" FAT,SEL,RAW","BEEF,RND,EYE OF RD STEAK,BNLESS,L & F,0"" FT,CHOIC,CK,GRLLED",Sub A
595,"BEEF,RIB EYE,SML END (RIBS 10-12),LN & FAT,0"",SEL,CKD,BRLD","BEEF,FLANK,STEAK,LN,0"" FAT,ALL GRDS,RAW","BEEF,RND,EYE OF RND RST,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW",Sub B
596,"BEEF,BTTM SIRLOIN,TRI-TIP RST,LN & FAT,0"" FAT,ALL GRDS,RAW","BEEF,CHK,UND BL POT RST,BNLESS,LN,0"" FAT,ALL GRDS,CKD, BRSD","BEEF,LOIN,TOP SIRLOIN CAP STEAK,BNLESS,LN,1/8"" FAT,SEL,RAW",Sub B
597,"BEEF,BTTM SIRLOIN,TRI-TIP RST,LN & FAT,0"" FAT,SEL,CKD,RSTD","BEEF,CHUCK EYE STEAK,BNLESS,LN,0"" FAT,ALL GRDS,RAW","BEEF,LOIN,TOP SIRLON CAP STK,BNLS,LN,1/8"" FAT,CHOIC,CKD,GRLD",Sub A
598,"ALCOHOLIC BEV,WHISKEY SOUR,PREP FROM ITEM 14028","ALCOHOLIC BEV,WINE,TABLE,RED,BURGUNDY","ALCOHOLIC BEV,WINE,TABLE,WHITE,MULLER THURGAU",Sub B
599,"BEVERAGES,ABBOTT,EAS WHEY PROT PDR","CAROB-FLAVOR BEV MIX,PDR","BEVERAGE,HORCHATA,AS SERVED IN RESTAURANT",Sub A
600,"BEVERAGES,ABBOTT,EAS SOY PROT PDR","V8 SPLASH JUC DRINKS,ORCHARD BLEND","WATER,TAP,MUNICIPAL",Sub B
601,"ALCOHOLIC BEV,DISTILLED,GIN,90 PROOF","FRUIT PUNCH DRK,FRZ CONC","CARBONATED BEV,TONIC H2O",Sub B
602,"BEVERAGES,NESTLE,OVALTINE,RICH CHOC,PDR","V8 SPLASH JUC DRINKS,FRUIT MEDLEY","CARBONATED BEV,CLUB SODA",Sub B
603,"COFFEE&COCOA (MOCHA) PDR,W/WHTNR&LO CAL SWTNR,DECAFFEINATED","LIMEADE,FRZ CONC,PREP W/H2O","BEVERAGES,CHOC MALT,PDR,PREP W/ FAT FREE MILK",Sub B
604,"FRUIT PUNCH DRK,FRZ CONC","BEVERAGES,ABBOTT,ENSURE,NUTRITIONAL SHAKE,RTD","BEVERAGES,H2O,BTLD,YUMBERRY,POMEGRANATE W/ ANTI-OXIDANTS",Sub B
605,"LEMONADE-FLAVOR DRK,PDR","TEA,INST,SWTND W/SUGAR,LEMON-FLAVORED,W/ VIT C,PDR","ORANGE-FLAVOR DRK,BRKFST TYPE,W/PULP,FRZ CONC",Sub B
606,"MALTED DRK MIX,CHOC,W/ ADDED NUTR,PDR,PREP W/ WHL MILK","ALCOHOLIC BEV,WINE,TABLE,RED,BURGUNDY","COFFEE,INST,REG,PREP W/H2O",Sub B
607,"MALTED DRK MIX,CHOC,PDR","COFFEE,INST,DECAFFEINATED,PDR","ENERGY DRK,VAULT,CITRUS FLAVOR",Sub A
608,"STRAWBERRY-FLAVOR BEV MIX,PDR","ALCOHOLIC BEV,LIQUEUR,COFFEE,63 PROOF","BEVERAGES,OCEAN SPRAY,CRAN-ENERGY,CRANBERRY ENERGY JUC DRK",Sub B
609,"TEA,INST,SWTND W/SUGAR,LEMN-FLAV,WO/ VIT C,PDR,DECAFFEINATED","MALTED DRK MIX,CHOC,PDR","LEMONADE-FLAVOR DRK,PDR,PREP W/H2O",Sub B
610,"ORANGE-FLAVOR DRK,BRKFST TYPE,W/PULP,FRZ CONC,PREP W/H2O","ALCOHOLIC BEV,WINE,TABLE,WHITE,LATE HARVEST","ENERGY DRK,AMP,SUGAR FREE",Sub B
611,"ALCOHOLIC BEV,LIQUEUR,COFFEE,63 PROOF","BEVERAGES,OCEAN SPRAY,CRAN-ENERGY,CRANBERRY ENERGY JUC DRK","ALCOHOLIC BEV,WINE,DSSRT,DRY",Sub A
612,"HORCHATA,DRY MIX,UNPREP,VAR OF BRANDS,ALL W/ MORRO SEEDS","BEVERAGES,GEROLSTEINER BRUNNEN GMBH H2O,BTLD,NAT SPARK,MIN","CHOCOLATE-FLAVOR BEV MIX W/ ADDED NUTR,PREP W/ WHL MILK",Sub A
613,"BEVERAGES,NUTRITIONAL SHAKE MIX,HI PROT,PDR","TEA,INST,UNSWTND,LEMON-FLAVORED,PDR","COFFEE,INST,REG,PDR",Sub A
614,"ANCHOVY,EUROPEAN,RAW","SPOT,RAW","CUSK,RAW",Sub B
615,"BURBOT,RAW","TILEFISH,RAW","PIKE,NORTHERN,RAW",Sub A
616,"BUTTERFISH,RAW","BLUEFISH,RAW","SPOT,RAW",Sub A
617,"CARP,RAW","PIKE,NORTHERN,RAW","PERCH,MIXED SPECIES,RAW",Sub B
618,"CAVIAR,BLACK&RED,GRANULAR","CARP,RAW","MACKEREL,ATLANTIC,RAW",Sub A
619,"COD,PACIFIC,RAW","PIKE,NORTHERN,RAW","SALMON,CHUM,RAW",Sub A
620,"CROAKER,ATLANTIC,RAW","SNAPPER,MIXED SPECIES,RAW","SUCKER,WHITE,RAW",Sub A
621,"DRUM,FRESHWATER,RAW","BASS,FRSH H2O,MXD SP,RAW","CUSK,RAW",Sub B
622,"EEL,MIXED SPECIES,RAW","CUSK,RAW","DRUM,FRESHWATER,RAW",Sub A
623,"FLATFISH (FLOUNDER&SOLE SP),RAW","SPOT,RAW","PIKE,NORTHERN,RAW",Sub B
624,"FLATFISH (FLOUNDER&SOLE SP),CKD,DRY HEAT","CISCO,RAW","DOLPHINFISH,RAW",Sub A
625,"HADDOCK,RAW","LINGCOD,RAW","CRAYFISH,MXD SP,WILD,RAW",Sub B
626,"HALIBUT,GREENLAND,RAW","DRUM,FRESHWATER,RAW","POUT,OCEAN,RAW",Sub B
627,"HERRING,PACIFIC,RAW","MONKFISH,RAW","LING,RAW",Sub A
628,"LING,RAW","MONKFISH,RAW","SHARK,MIXED SPECIES,RAW",Sub A
629,"MACKEREL,ATLANTIC,RAW","CARP,RAW","CISCO,RAW",Sub B
630,"MACKEREL,KING,RAW","CUSK,RAW","BASS,FRSH H2O,MXD SP,RAW",Sub B
631,"MACKEREL,PACIFIC&JACK,MXD SP,RAW","CARP,RAW","BASS,FRSH H2O,MXD SP,RAW",Sub B
632,"MACKEREL,SPANISH,RAW","SNAPPER,MIXED SPECIES,RAW","STURGEON,MXD SP,RAW",Sub B
633,"MILKFISH,RAW","POUT,OCEAN,RAW","SALMON,ATLANTIC,WILD,RAW",Sub A
634,"MULLET,STRIPED,RAW","SUNFISH,PUMPKIN SEED,RAW","ROUGHY,ORANGE,RAW",Sub B
635,"OCEAN PERCH,ATLANTIC,RAW","ROUGHY,ORANGE,RAW","WHITEFISH,MXD SP,RAW",Sub A
636,"POMPANO,FLORIDA,RAW","DRUM,FRESHWATER,RAW","CUSK,RAW",Sub B
637,"SABLEFISH,RAW","PERCH,MIXED SPECIES,RAW","SALMON,COHO,WILD,RAW",Sub A
638,"SALMON,COHO,WILD,RAW","PERCH,MIXED SPECIES,RAW","CUSK,RAW",Sub A
639,"SALMON,SOCKEYE,RAW","SUNFISH,PUMPKIN SEED,RAW","SHEEPSHEAD,RAW",Sub A
640,"SEATROUT,MXD SP,RAW","SHARK,MIXED SPECIES,RAW","TILEFISH,RAW",Sub B
641,"SPOT,RAW","SEA BASS,MXD SP,RAW","SNAPPER,MIXED SPECIES,RAW",Sub B
642,"SWORDFISH,RAW","TROUT,RAINBOW,WILD,RAW","LINGCOD,RAW",Sub B
643,"SWORDFISH,COOKED,DRY HEAT","SEATROUT,MXD SP,RAW","SNAPPER,MIXED SPECIES,RAW",Sub B
644,"TROUT,MIXED SPECIES,RAW","ROUGHY,ORANGE,RAW","WHITEFISH,MXD SP,RAW",Sub A
645,"TUNA,LT,CND IN OIL,DRND SOL","MACKEREL,JACK,CND,DRND SOL","TUNA,FRESH,SKIPJACK,RAW",Sub B
646,"TURBOT,EUROPEAN,RAW","CRAYFISH,MXD SP,WILD,RAW","GROUPER,MIXED SPECIES,RAW",Sub A
647,"YELLOWTAIL,MXD SP,RAW","WHITING,MIXED SPECIES,RAW","SNAPPER,MIXED SPECIES,RAW",Sub B
648,"CRAB,ALASKA KING,RAW","SALMON,CHUM,RAW","CUSK,RAW",Sub B
649,"CRAB,BLUE,RAW","GROUPER,MIXED SPECIES,RAW","LINGCOD,RAW",Sub B
650,"CRAB,DUNGENESS,RAW","CUSK,RAW","SALMON,COHO,WILD,RAW",Sub A
651,"CRAB,QUEEN,RAW","SPINY LOBSTER,MXD SP,RAW","PERCH,MIXED SPECIES,RAW",Sub B
652,"LOBSTER,NORTHERN,RAW","SPINY LOBSTER,MXD SP,RAW","PERCH,MIXED SPECIES,RAW",Sub B
653,"SHRIMP,MIXED SPECIES,RAW","WHELK,UNSPECIFIED,RAW","OYSTER,PACIFIC,RAW",Sub B
654,"ABALONE,MIXED SPECIES,RAW","POLLOCK,ATLANTIC,RAW","SWORDFISH,RAW",Sub A
655,"ABALONE,MXD SP,CKD,FRIED","MACKEREL,PACIFIC&JACK,MXD SP,CKD,DRY HEAT","CRAYFISH,MXD SP,FARMED,CKD,MOIST HEAT",Sub B
656,"CLAM,MIXED SPECIES,RAW","SUNFISH,PUMPKIN SEED,RAW","SCALLOP,MIXED SPECIES,RAW",Sub A
657,"CUTTLEFISH,MXD SP,RAW","TURBOT,EUROPEAN,RAW","CRAYFISH,MXD SP,WILD,RAW",Sub B
658,"OCTOPUS,COMMON,RAW","OYSTER,EASTERN,WILD,RAW","SUNFISH,PUMPKIN SEED,RAW",Sub B
659,"SCALLOP,MIXED SPECIES,RAW","OYSTER,EASTERN,WILD,RAW","OCTOPUS,COMMON,RAW",Sub A
660,"SALMON,CHINOOK,SMOKED,(LOX),REG","COD,PACIFIC,CKD,DRY HEAT","MACKEREL,KING,CKD,DRY HEAT",Sub B
661,"BEANS,CRANBERRY (ROMAN),MATURE SEEDS,CND","PIGEON PEAS (RED GM),MATURE SEEDS,CKD,BLD,WO/SALT","BEANS,GREAT NORTHERN,MATURE SEEDS,CKD,BLD,WO/SALT",Sub B
662,"BROADBEANS (FAVA BEANS),MATURE SEEDS,RAW","BEANS,GREAT NORTHERN,MATURE SEEDS,RAW","BEANS,KIDNEY,CALIFORNIA RED,MATURE SEEDS,RAW",Sub A
663,"LIMA BNS,LRG,MATURE SEEDS,RAW","BEANS,FRENCH,MATURE SEEDS,RAW","PIGEON PEAS (RED GM),MATURE SEEDS,RAW",Sub A
664,"LIMA BNS,THIN SEEDED (BABY),MATURE SEEDS,RAW","BEANS,FRENCH,MATURE SEEDS,RAW","MUNGO BNS,MATURE SEEDS,RAW",Sub B
665,"LUPINS,MATURE SEEDS,RAW","BEANS,FRENCH,MATURE SEEDS,RAW","BEANS,GREAT NORTHERN,MATURE SEEDS,RAW",Sub B
666,"MOTHBEANS,MATURE SEEDS,RAW","CHICKPEAS (GARBANZO BNS,BENGAL GM),MATURE SEEDS,RAW","BEANS,PINK,MATURE SEEDS,RAW",Sub B
667,"MUNG BNS,MATURE SEEDS,RAW","BEANS,FRENCH,MATURE SEEDS,RAW","PIGEON PEAS (RED GM),MATURE SEEDS,RAW",Sub B
668,"NOODLES,CHINESE,CELLOPHANE OR LONG RICE (MUNG BNS),DEHYD","SOYMILK (ALL FLAVORS),ENHANCED","WORTHINGTON FOODS,MORNINGSTAR FARMS BRKFST PATTIES",Sub A
669,"SOYBEANS,MATURE SEEDS,RAW","TOFU,FRIED","TOFU,FRIED,PREP W/CA SULFATE",Sub B
670,TEMPEH,"SOYBEANS,MATURE SEEDS,RAW","TOFU,FRIED,PREP W/CA SULFATE",Sub B
671,SOY SAU MADE FROM SOY (TAMARI),"PEAS,GRN,SPLIT,MATURE SEEDS,RAW","FALAFEL,HOME-PREPARED",Sub A
672,SOY SAU MADE FROM HYDROLYZED VEG PROT,"BROADBEANS (FAVA BNS),MATURE SEEDS,CKD,BLD,WO/SALT",SOY SAU MADE FROM SOY&WHEAT (SHOYU),Sub A
673,"TOFU,SALTED&FERMENTED (FUYU)","TOFU,FRIED,PREP W/CA SULFATE","TOFU,FRIED",Sub B
674,"PEANUT BUTTER,SMOOTH,VIT & MINERAL FORT","SOY SAU MADE FROM SOY&WHEAT (SHOYU),LO NA","BEANS,FRENCH,MATURE SEEDS,CKD,BLD,W/SALT",Sub B
675,"HUMMUS,COMMERCIAL","MORNINGSTAR FARMS MEDITERRANEAN CHICKPEA,FRZ,UNPREP","HYACINTH BNS,MATURE SEEDS,RAW",Sub B
676,"MORI-NU,TOFU,SILKEN,LITE EX FIRM","BEANS,KIDNEY,RED,MATURE SEEDS,CKD,BLD,W/SALT","BEANS,PINK,MATURE SEEDS,CKD,BLD,WO/SALT",Sub B
677,"USDA CMDTY,PNUT BUTTER,SMOOTH","BEANS,PINTO,CND,DRND SOL","BEANS,KIDNEY,RED,MATURE SEEDS,RAW",Sub A
678,"VITASOY USA,VITASOY ORGANIC CREAMY ORIGINAL SOYMILK","BEANS,YEL,MATURE SEEDS,CKD,BLD,W/SALT","VITASOY USA ORGANIC NASOYA,SOFT TOFU",Sub A
679,SILK BANANA-STRAWBERRY SOY YOGURT,"BEANS,KIDNEY,ALL TYPES,MATURE SEEDS,CKD,BLD,WO/SALT","BEANS,FRENCH,MATURE SEEDS,CKD,BLD,WO/SALT",Sub A
680,HOUSE FOODS PREMIUM SOFT TOFU,"BEANS,FRENCH,MATURE SEEDS,RAW","BEANS,YEL,MATURE SEEDS,RAW",Sub A
681,HOUSE FOODS PREMIUM FIRM TOFU,"CHICKPEAS,MATURE SEEDS,CND,SOL & LIQUIDS,LO NA","BEANS,ADZUKI,MATURE SEEDS,CKD,BLD,WO/SALT",Sub B
682,"LIMA BNS,LRG,MATURE SEEDS,CKD,BLD,W/SALT","BEANS,ADZUKI,MATURE SEEDS,CKD,BLD,WO/SALT","BEANS,KIDNEY,ALL TYPES,MATURE SEEDS,CKD,BLD,WO/SALT",Sub B
683,"REFRIED BNS,CND,TRADITIONAL,RED NA","SOY PROT ISOLATE,K TYPE","BEANS,SML WHITE,MATURE SEEDS,CKD,BLD,W/SALT",Sub B
684,"SOY SAU MADE FROM SOY&WHEAT (SHOYU),LO NA","BEANS,FRENCH,MATURE SEEDS,CKD,BLD,W/SALT","BEANS,PINTO,MATURE SEEDS,CKD,BLD,WO/SALT",Sub B
685,"TOFU,DRIED-FROZEN (KOYADOFU),PREP W/CA SULFATE","TOFU,FRIED,PREP W/CA SULFATE","SOYBEANS,MATURE SEEDS,RAW",Sub A
686,"TOFU,SALTED&FERMENTED (FUYU),PREP W/CA SULFATE","TOFU,FRIED,PREP W/CA SULFATE","TOFU,FRIED",Sub A
687,"WORTHINGTON LOFAT VEJA-LINKS,CND,UNPREP","VITASOY USA ORGANIC NASOYA,SOFT TOFU","MORI-NU,TOFU,SILKEN,FIRM",Sub B
688,"WORTHINGTON MEATLESS CHICK ROLL,FRZ,UNPREP","MORNINGSTAR FARMS LASAGNA W/ VEGGIE SAUSAGE,FRZ,UNPREP","BEANS,PINTO,MATURE SEEDS,CND,DRND SOL,RINSED IN TAP H2O",Sub A
689,"WORTHINGTON DINNER RST,FRZ,UNPREP","TOFU,SOFT,PREP W/CA SULFATE&MAGNESIUM CHLORIDE (NIGARI)",NATTO,Sub B
690,"WORTHINGTON FRIPATS,FRZ,UNPREP","COWPEAS,COMMON,MATURE SEEDS,CKD,BLD,W/SALT","SILK LT CHOC,SOYMILK",Sub A
691,"WORTHINGTON PROSAGE LINKS,FRZ,UNPREP","SILK PLUS OMEGA-3 DHA,SOYMILK","SILK LT PLN,SOYMILK",Sub A
692,"LAMB,DOM,COMP OF RTL CUTS,LN,1/4""FAT,CHOIC,CKD","VEAL,VAR MEATS&BY-PRODUCTS,LIVER,CKD,PAN-FRIED","LAMB,NZ,IMP,SQUARE-CUT SHLDR CHOPS,LN,RAW",Sub A
693,"LAMB,DOM,COMP OF RTL CUTS,FAT,1/4""FAT,CHOIC,RAW","LAMB,VAR MEATS&BY-PRODUCTS,LUNGS,CKD,BRSD","LAMB,DOM,SHLDR,BLADE,LN&FAT,1/4""FAT,CHOIC,CKD,BRLD",Sub A
694,"LAMB,DOM,COMP OF RTL CUTS,FAT,1/4""FAT,CHOIC,CKD","GAME MEAT,RABBIT,DOMESTICATED,COMP OF CUTS,CKD,STWD","LAMB,NZ,IMP,LEG CHOP/STEAK,BONE-IN,LN,RAW",Sub B
695,"LAMB,DOM,LEG,WHL (SHK&SIRL),LN&FAT,1/4""FAT,CHOIC,CKD,RSTD","LAMB,AUS,IMP,FRSH,SHLDR,WHL (ARM&BLD),LN,1/8""FAT,CKD","LAMB,NZ,IMP,TENDERLOIN,LN,RAW",Sub B
696,"LAMB,DOM,LOIN,LN&FAT,1/4""FAT,CHOIC,CKD,RSTD","LAMB,AUS,IMP,FRSH,SHLDR,ARM,LN&FAT,1/8""FAT,RAW","VEAL,LEG (TOP RND),LN&FAT,RAW",Sub B
697,"LAMB,DOM,RIB,LN&FAT,1/4""FAT,CHOIC,CKD,BRLD","GAME MEAT,BUFFALO,H2O,CKD,RSTD","LAMB,DOM,RIB,LN,1/4""FAT,CHOIC,RAW",Sub A
698,"LAMB,DOM,SHLDR,ARM,LN&FAT,1/4""FAT,CHOIC,CKD,BRLD","GAME MEAT,BISON,LN,RAW","LAMB,VAR MEATS&BY-PRODUCTS,BRAIN,CKD,BRSD",Sub A
699,"LAMB,DOM,SHLDR,BLADE,LN,1/4""FAT,CHOIC,CKD,BRLD","GAME MEAT,BEAVER,CKD,RSTD","LAMB,DOM,LEG,WHL (SHK&SIRL),LN,1/4""FAT,CHOIC,CKD,RSTD",Sub B
700,"LAMB,NZ,IMP,FRZ,COMP OF RTL CUTS,FAT,CKD","LAMB,DOM,LEG,SHANK HALF,LN,1/4""FAT,CHOIC,RAW","LAMB,NZ,IMP,FRZ,COMP OF RTL CUTS,LN&FAT,1/8""FAT,RAW",Sub A
701,"LAMB,NZ,IMP,RACK - PARTLY FRENCHED,LN & FAT,RAW","GAME MEAT,RABBIT,DOMESTICATED,COMP OF CUTS,CKD,RSTD","VEAL,COMP OF RTL CUTS,LN&FAT,CKD",Sub A
702,"LAMB,NZ,IMP,RACK - PARTLY FRENCHED,LN & FAT,CKD,FAST RSTD","LAMB,NZ,IMP,TUNNEL-BONED LEG,CHUMP OFF,SHANK OFF,LN,RAW","LAMB,AUS,IMP,FRSH,COMP OF RTL CUTS,LN,1/8""FAT,RAW",Sub A
703,"LAMB,NZ,IMP,RACK - PARTLY FRENCHED,LN,CKD,FAST RSTD","GAME MEAT,DEER,CKD,RSTD","VEAL,VAR MEATS&BY-PRODUCTS,TONGUE,RAW",Sub A
704,"VEAL,LEG (TOP RND),LN&FAT,CKD,BRSD","VEAL,LEG,TOP RND,CAP OFF,CUTLET,BNLESS,RAW","LAMB,AUS,IMP,FRSH,LEG,SIRLOIN HALF,BNLESS,LN,1/8""FAT,RAW",Sub A
705,"VEAL,LOIN,LN&FAT,CKD,RSTD","GAME MEAT,BISON,RIBEYE,LN,1"" STEAK,CKD,BRLD","VEAL,VAR MEATS&BY-PRODUCTS,KIDNEYS,RAW",Sub B
706,"VEAL,RIB,LN,CKD,RSTD","VEAL,VAR MEATS&BY-PRODUCTS,LIVER,CKD,PAN-FRIED","GAME MEAT,BISON,CHUCK,SHLDR CLOD,LN,3-5 LB RST,RAW",Sub B
707,"VEAL,SHLDR,WHL (ARM&BLD),LN,CKD,BRSD","LAMB,NZ,IMP,RACK - PARTLY FRENCHED,LN,RAW","LAMB,NZ,IMP,KIDNEY,RAW",Sub B
708,"VEAL,VAR MEATS&BY-PRODUCTS,BRAIN,CKD,PAN-FRIED","GAME MEAT,ELK,TENDERLOIN,LN,CKD,BRLD","VEAL,LEG (TOP RND),LN,CKD,PAN-FRIED,NOT BREADED",Sub A
709,"LAMB,DOM,LEG,SIRLOIN HALF,LN&FAT,1/8""FAT,CHOIC,CKD,RSTD","LAMB,NZ,IMP,FLAP,BNLESS,LN,CKD,BRSD","LAMB,VAR MEATS&BY-PRODUCTS,HEART,RAW",Sub B
710,"LAMB,DOM,RIB,LN&FAT,1/8""FAT,CHOIC,CKD,BRLD","LAMB,DOM,LOIN,LN,1/4""FAT,CHOIC,CKD,RSTD","LAMB,DOM,SHLDR,WHL (ARM&BLD),LN,1/4""FAT,CHOIC,CKD,BRSD",Sub A
711,"LAMB,DOM,SHLDR,WHL (ARM&BLD),LN&FAT,1/8""FAT,CHOIC,RAW","LAMB,NZ,IMP,LIVER,CKD,SOAKED & FRIED","GAME MEAT,ELK,GROUND,CKD,PAN-BROILED",Sub A
