,Food label,Subs A,Subs B
586,"BEEF,TENDERLOIN,STEAK,LN & FAT,1/8"" FAT,SEL,RAW","BEEF,LOIN,TNDRLN RST,BNLESS,L & F,0"" FAT,ALL GRDS,CKD,RSTD","BEEF,NZ,IMP,RUMP CENTRE,LN & FAT,RAW"
587,"BEEF,TENDERLOIN,RST,LN & FAT,1/8"" FAT,SEL,CKD,RSTD","BEEF,PLATE STEAK,BNLESS,INSIDE SKIRT,LN,0"" FAT,SEL,RAW","BF,RND,KNUCKLE,TIP SIDE,STEAK,LN & FAT,0"" FAT,CH,CKD,GRILLED"
588,"BEEF,TENDERLOIN,LN&FAT,1/8""FAT,PRIME,RAW","BEEF,BRISKET,POINT HALF,LN,0""FAT,ALL GRDS,CKD,BRSD","BEEF,NZ,IMP,RIBS PREP,CKD,FAST RSTD"
589,"BEEF,TENDERLOIN,STEAK,LN & FAT,1/8"" FAT,PRIME,CKD,BRLD","BEEF,SHRT LOIN,T-BONE STEAK,LN,0"" FAT,CHOIC,CKD,BRLD","BEEF,NZ,IMP,LIVER,CKD,BLD"
590,"BEEF,TENDERLOIN,RST,LN & FAT,1/8"" FAT,PRIME,CKD,RSTD","BF,RND,KNUCK,TIP SIDE,STK,LN & FAT,0"" FAT,ALL GRDS,CKD,GRLD","BEEF,TOP LOIN FILET,BNLESS,LN,1/8"" FAT,CHOIC,CKD,GRILLED"
591,"BEEF,TOP SIRLOIN,STEAK,LN & FAT,1/8"" FAT,ALL GRDS,CKD,BRLD","BEEF,CHCK,MCK TENDER STK,LN & FAT,0"" FAT,USDA CHOIC,CKD,BRLD","BEEF,RND,BTTM RND,STEAK,LN,0"" FAT,CHOIC,CKD,BRSD"
592,"BEEF,TOP SIRLOIN,STEAK,LN & FAT,1/8"" FAT,CHOIC,CKD,BRLD","BEEF,TOP LOIN FILET,BNLESS,LN,1/8"" FAT,CHOIC,CKD,GRILLED","BEEF,TOP SIRLOIN,STEAK,LN,1/8"" FAT,SEL,RAW"
593,"BEEF,CHUCK,CLOD RST,LN,0"" FAT,SEL,CKD,RSTD","BEEF,NZ,IMP,TENDERLOIN,LN & FAT,RAW","BEEF,VAR MEATS&BY-PRODUCTS,KIDNEYS,RAW"
594,"BEEF,FLANK,STEAK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD","BEEF,RND,EYE OF RD STEAK,BNLESS,L & F,0"" FT,CHOIC,CK,GRLLED","BEEF,SHRT LOIN,PRTRHS STEAK,LN,1/8"" FAT,SEL,RAW"
595,"BEEF,RIB EYE,SML END (RIBS 10-12),LN & FAT,0"",SEL,CKD,BRLD","BEEF,FLANK,STEAK,LN,0"" FAT,ALL GRDS,RAW","BEEF,RND,EYE OF RND RST,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW"
596,"BEEF,BTTM SIRLOIN,TRI-TIP RST,LN & FAT,0"" FAT,ALL GRDS,RAW","BEEF,CHK,UND BL POT RST,BNLESS,LN,0"" FAT,ALL GRDS,CKD, BRSD","BEEF,LOIN,TOP SIRLOIN CAP STEAK,BNLESS,LN,1/8"" FAT,SEL,RAW"
597,"BEEF,BTTM SIRLOIN,TRI-TIP RST,LN & FAT,0"" FAT,SEL,CKD,RSTD","BEEF,LOIN,TOP SIRLON CAP STK,BNLS,LN,1/8"" FAT,CHOIC,CKD,GRLD","BEEF,CHUCK EYE STEAK,BNLESS,LN,0"" FAT,ALL GRDS,RAW"
598,"ALCOHOLIC BEV,WHISKEY SOUR,PREP FROM ITEM 14028","ALCOHOLIC BEV,WINE,TABLE,WHITE,MULLER THURGAU","ALCOHOLIC BEV,WINE,TABLE,RED,BURGUNDY"
599,"BEVERAGES,ABBOTT,EAS WHEY PROT PDR","CAROB-FLAVOR BEV MIX,PDR","BEVERAGE,HORCHATA,AS SERVED IN RESTAURANT"
600,"BEVERAGES,ABBOTT,EAS SOY PROT PDR","WATER,TAP,MUNICIPAL","V8 SPLASH JUC DRINKS,ORCHARD BLEND"
601,"ALCOHOLIC BEV,DISTILLED,GIN,90 PROOF","CARBONATED BEV,TONIC H2O","FRUIT PUNCH DRK,FRZ CONC"
602,"BEVERAGES,NESTLE,OVALTINE,RICH CHOC,PDR","CARBONATED BEV,CLUB SODA","V8 SPLASH JUC DRINKS,FRUIT MEDLEY"
603,"COFFEE&COCOA (MOCHA) PDR,W/WHTNR&LO CAL SWTNR,DECAFFEINATED","BEVERAGES,CHOC MALT,PDR,PREP W/ FAT FREE MILK","LIMEADE,FRZ CONC,PREP W/H2O"
604,"FRUIT PUNCH DRK,FRZ CONC","BEVERAGES,H2O,BTLD,YUMBERRY,POMEGRANATE W/ ANTI-OXIDANTS","BEVERAGES,ABBOTT,ENSURE,NUTRITIONAL SHAKE,RTD"
605,"LEMONADE-FLAVOR DRK,PDR","ORANGE-FLAVOR DRK,BRKFST TYPE,W/PULP,FRZ CONC","TEA,INST,SWTND W/SUGAR,LEMON-FLAVORED,W/ VIT C,PDR"
606,"MALTED DRK MIX,CHOC,W/ ADDED NUTR,PDR,PREP W/ WHL MILK","COFFEE,INST,REG,PREP W/H2O","ALCOHOLIC BEV,WINE,TABLE,RED,BURGUNDY"
607,"MALTED DRK MIX,CHOC,PDR","ENERGY DRK,VAULT,CITRUS FLAVOR","COFFEE,INST,DECAFFEINATED,PDR"
608,"STRAWBERRY-FLAVOR BEV MIX,PDR","ALCOHOLIC BEV,LIQUEUR,COFFEE,63 PROOF","BEVERAGES,OCEAN SPRAY,CRAN-ENERGY,CRANBERRY ENERGY JUC DRK"
609,"TEA,INST,SWTND W/SUGAR,LEMN-FLAV,WO/ VIT C,PDR,DECAFFEINATED","MALTED DRK MIX,CHOC,PDR","LEMONADE-FLAVOR DRK,PDR,PREP W/H2O"
610,"ORANGE-FLAVOR DRK,BRKFST TYPE,W/PULP,FRZ CONC,PREP W/H2O","ENERGY DRK,AMP,SUGAR FREE","ALCOHOLIC BEV,WINE,TABLE,WHITE,LATE HARVEST"
611,"ALCOHOLIC BEV,LIQUEUR,COFFEE,63 PROOF","BEVERAGES,OCEAN SPRAY,CRAN-ENERGY,CRANBERRY ENERGY JUC DRK","ALCOHOLIC BEV,WINE,DSSRT,DRY"
612,"HORCHATA,DRY MIX,UNPREP,VAR OF BRANDS,ALL W/ MORRO SEEDS","CHOCOLATE-FLAVOR BEV MIX W/ ADDED NUTR,PREP W/ WHL MILK","BEVERAGES,GEROLSTEINER BRUNNEN GMBH H2O,BTLD,NAT SPARK,MIN"
613,"BEVERAGES,NUTRITIONAL SHAKE MIX,HI PROT,PDR","COFFEE,INST,REG,PDR","TEA,INST,UNSWTND,LEMON-FLAVORED,PDR"
614,"ANCHOVY,EUROPEAN,RAW","SPOT,RAW","CUSK,RAW"
615,"BURBOT,RAW","TILEFISH,RAW","PIKE,NORTHERN,RAW"
616,"BUTTERFISH,RAW","SPOT,RAW","BLUEFISH,RAW"
617,"CARP,RAW","PIKE,NORTHERN,RAW","PERCH,MIXED SPECIES,RAW"
618,"CAVIAR,BLACK&RED,GRANULAR","CARP,RAW","MACKEREL,ATLANTIC,RAW"
619,"COD,PACIFIC,RAW","PIKE,NORTHERN,RAW","SALMON,CHUM,RAW"
620,"CROAKER,ATLANTIC,RAW","SNAPPER,MIXED SPECIES,RAW","SUCKER,WHITE,RAW"
621,"DRUM,FRESHWATER,RAW","BASS,FRSH H2O,MXD SP,RAW","CUSK,RAW"
622,"EEL,MIXED SPECIES,RAW","CUSK,RAW","DRUM,FRESHWATER,RAW"
623,"FLATFISH (FLOUNDER&SOLE SP),RAW","SPOT,RAW","PIKE,NORTHERN,RAW"
624,"FLATFISH (FLOUNDER&SOLE SP),CKD,DRY HEAT","DOLPHINFISH,RAW","CISCO,RAW"
625,"HADDOCK,RAW","CRAYFISH,MXD SP,WILD,RAW","LINGCOD,RAW"
626,"HALIBUT,GREENLAND,RAW","POUT,OCEAN,RAW","DRUM,FRESHWATER,RAW"
627,"HERRING,PACIFIC,RAW","LING,RAW","MONKFISH,RAW"
628,"LING,RAW","MONKFISH,RAW","SHARK,MIXED SPECIES,RAW"
629,"MACKEREL,ATLANTIC,RAW","CISCO,RAW","CARP,RAW"
630,"MACKEREL,KING,RAW","BASS,FRSH H2O,MXD SP,RAW","CUSK,RAW"
631,"MACKEREL,PACIFIC&JACK,MXD SP,RAW","CARP,RAW","BASS,FRSH H2O,MXD SP,RAW"
632,"MACKEREL,SPANISH,RAW","STURGEON,MXD SP,RAW","SNAPPER,MIXED SPECIES,RAW"
633,"MILKFISH,RAW","POUT,OCEAN,RAW","SALMON,ATLANTIC,WILD,RAW"
634,"MULLET,STRIPED,RAW","SUNFISH,PUMPKIN SEED,RAW","ROUGHY,ORANGE,RAW"
635,"OCEAN PERCH,ATLANTIC,RAW","WHITEFISH,MXD SP,RAW","ROUGHY,ORANGE,RAW"
636,"POMPANO,FLORIDA,RAW","DRUM,FRESHWATER,RAW","CUSK,RAW"
637,"SABLEFISH,RAW","SALMON,COHO,WILD,RAW","PERCH,MIXED SPECIES,RAW"
638,"SALMON,COHO,WILD,RAW","PERCH,MIXED SPECIES,RAW","CUSK,RAW"
639,"SALMON,SOCKEYE,RAW","SHEEPSHEAD,RAW","SUNFISH,PUMPKIN SEED,RAW"
640,"SEATROUT,MXD SP,RAW","TILEFISH,RAW","SHARK,MIXED SPECIES,RAW"
641,"SPOT,RAW","SNAPPER,MIXED SPECIES,RAW","SEA BASS,MXD SP,RAW"
642,"SWORDFISH,RAW","TROUT,RAINBOW,WILD,RAW","LINGCOD,RAW"
643,"SWORDFISH,COOKED,DRY HEAT","SNAPPER,MIXED SPECIES,RAW","SEATROUT,MXD SP,RAW"
644,"TROUT,MIXED SPECIES,RAW","WHITEFISH,MXD SP,RAW","ROUGHY,ORANGE,RAW"
645,"TUNA,LT,CND IN OIL,DRND SOL","MACKEREL,JACK,CND,DRND SOL","TUNA,FRESH,SKIPJACK,RAW"
646,"TURBOT,EUROPEAN,RAW","CRAYFISH,MXD SP,WILD,RAW","GROUPER,MIXED SPECIES,RAW"
647,"YELLOWTAIL,MXD SP,RAW","SNAPPER,MIXED SPECIES,RAW","WHITING,MIXED SPECIES,RAW"
648,"CRAB,ALASKA KING,RAW","CUSK,RAW","SALMON,CHUM,RAW"
649,"CRAB,BLUE,RAW","GROUPER,MIXED SPECIES,RAW","LINGCOD,RAW"
650,"CRAB,DUNGENESS,RAW","SALMON,COHO,WILD,RAW","CUSK,RAW"
651,"CRAB,QUEEN,RAW","SPINY LOBSTER,MXD SP,RAW","PERCH,MIXED SPECIES,RAW"
652,"LOBSTER,NORTHERN,RAW","PERCH,MIXED SPECIES,RAW","SPINY LOBSTER,MXD SP,RAW"
653,"SHRIMP,MIXED SPECIES,RAW","OYSTER,PACIFIC,RAW","WHELK,UNSPECIFIED,RAW"
654,"ABALONE,MIXED SPECIES,RAW","POLLOCK,ATLANTIC,RAW","SWORDFISH,RAW"
655,"ABALONE,MXD SP,CKD,FRIED","MACKEREL,PACIFIC&JACK,MXD SP,CKD,DRY HEAT","CRAYFISH,MXD SP,FARMED,CKD,MOIST HEAT"
656,"CLAM,MIXED SPECIES,RAW","SUNFISH,PUMPKIN SEED,RAW","SCALLOP,MIXED SPECIES,RAW"
657,"CUTTLEFISH,MXD SP,RAW","CRAYFISH,MXD SP,WILD,RAW","TURBOT,EUROPEAN,RAW"
658,"OCTOPUS,COMMON,RAW","SUNFISH,PUMPKIN SEED,RAW","OYSTER,EASTERN,WILD,RAW"
659,"SCALLOP,MIXED SPECIES,RAW","OCTOPUS,COMMON,RAW","OYSTER,EASTERN,WILD,RAW"
660,"SALMON,CHINOOK,SMOKED,(LOX),REG","MACKEREL,KING,CKD,DRY HEAT","COD,PACIFIC,CKD,DRY HEAT"
661,"BEANS,CRANBERRY (ROMAN),MATURE SEEDS,CND","BEANS,GREAT NORTHERN,MATURE SEEDS,CKD,BLD,WO/SALT","PIGEON PEAS (RED GM),MATURE SEEDS,CKD,BLD,WO/SALT"
662,"BROADBEANS (FAVA BEANS),MATURE SEEDS,RAW","BEANS,KIDNEY,CALIFORNIA RED,MATURE SEEDS,RAW","BEANS,GREAT NORTHERN,MATURE SEEDS,RAW"
663,"LIMA BNS,LRG,MATURE SEEDS,RAW","PIGEON PEAS (RED GM),MATURE SEEDS,RAW","BEANS,FRENCH,MATURE SEEDS,RAW"
664,"LIMA BNS,THIN SEEDED (BABY),MATURE SEEDS,RAW","MUNGO BNS,MATURE SEEDS,RAW","BEANS,FRENCH,MATURE SEEDS,RAW"
665,"LUPINS,MATURE SEEDS,RAW","BEANS,GREAT NORTHERN,MATURE SEEDS,RAW","BEANS,FRENCH,MATURE SEEDS,RAW"
666,"MOTHBEANS,MATURE SEEDS,RAW","CHICKPEAS (GARBANZO BNS,BENGAL GM),MATURE SEEDS,RAW","BEANS,PINK,MATURE SEEDS,RAW"
667,"MUNG BNS,MATURE SEEDS,RAW","BEANS,FRENCH,MATURE SEEDS,RAW","PIGEON PEAS (RED GM),MATURE SEEDS,RAW"
668,"NOODLES,CHINESE,CELLOPHANE OR LONG RICE (MUNG BNS),DEHYD","SOYMILK (ALL FLAVORS),ENHANCED","WORTHINGTON FOODS,MORNINGSTAR FARMS BRKFST PATTIES"
669,"SOYBEANS,MATURE SEEDS,RAW","TOFU,FRIED","TOFU,FRIED,PREP W/CA SULFATE"
670,TEMPEH,"TOFU,FRIED,PREP W/CA SULFATE","SOYBEANS,MATURE SEEDS,RAW"
671,SOY SAU MADE FROM SOY (TAMARI),"FALAFEL,HOME-PREPARED","PEAS,GRN,SPLIT,MATURE SEEDS,RAW"
672,SOY SAU MADE FROM HYDROLYZED VEG PROT,SOY SAU MADE FROM SOY&WHEAT (SHOYU),"BROADBEANS (FAVA BNS),MATURE SEEDS,CKD,BLD,WO/SALT"
673,"TOFU,SALTED&FERMENTED (FUYU)","TOFU,FRIED","TOFU,FRIED,PREP W/CA SULFATE"
674,"PEANUT BUTTER,SMOOTH,VIT & MINERAL FORT","BEANS,FRENCH,MATURE SEEDS,CKD,BLD,W/SALT","SOY SAU MADE FROM SOY&WHEAT (SHOYU),LO NA"
675,"HUMMUS,COMMERCIAL","MORNINGSTAR FARMS MEDITERRANEAN CHICKPEA,FRZ,UNPREP","HYACINTH BNS,MATURE SEEDS,RAW"
676,"MORI-NU,TOFU,SILKEN,LITE EX FIRM","BEANS,PINK,MATURE SEEDS,CKD,BLD,WO/SALT","BEANS,KIDNEY,RED,MATURE SEEDS,CKD,BLD,W/SALT"
677,"USDA CMDTY,PNUT BUTTER,SMOOTH","BEANS,KIDNEY,RED,MATURE SEEDS,RAW","BEANS,PINTO,CND,DRND SOL"
678,"VITASOY USA,VITASOY ORGANIC CREAMY ORIGINAL SOYMILK","VITASOY USA ORGANIC NASOYA,SOFT TOFU","BEANS,YEL,MATURE SEEDS,CKD,BLD,W/SALT"
679,SILK BANANA-STRAWBERRY SOY YOGURT,"BEANS,FRENCH,MATURE SEEDS,CKD,BLD,WO/SALT","BEANS,KIDNEY,ALL TYPES,MATURE SEEDS,CKD,BLD,WO/SALT"
680,HOUSE FOODS PREMIUM SOFT TOFU,"BEANS,YEL,MATURE SEEDS,RAW","BEANS,FRENCH,MATURE SEEDS,RAW"
681,HOUSE FOODS PREMIUM FIRM TOFU,"BEANS,ADZUKI,MATURE SEEDS,CKD,BLD,WO/SALT","CHICKPEAS,MATURE SEEDS,CND,SOL & LIQUIDS,LO NA"
682,"LIMA BNS,LRG,MATURE SEEDS,CKD,BLD,W/SALT","BEANS,ADZUKI,MATURE SEEDS,CKD,BLD,WO/SALT","BEANS,KIDNEY,ALL TYPES,MATURE SEEDS,CKD,BLD,WO/SALT"
683,"REFRIED BNS,CND,TRADITIONAL,RED NA","BEANS,SML WHITE,MATURE SEEDS,CKD,BLD,W/SALT","SOY PROT ISOLATE,K TYPE"
684,"SOY SAU MADE FROM SOY&WHEAT (SHOYU),LO NA","BEANS,FRENCH,MATURE SEEDS,CKD,BLD,W/SALT","BEANS,PINTO,MATURE SEEDS,CKD,BLD,WO/SALT"
685,"TOFU,DRIED-FROZEN (KOYADOFU),PREP W/CA SULFATE","TOFU,FRIED,PREP W/CA SULFATE","SOYBEANS,MATURE SEEDS,RAW"
686,"TOFU,SALTED&FERMENTED (FUYU),PREP W/CA SULFATE","TOFU,FRIED,PREP W/CA SULFATE","TOFU,FRIED"
687,"WORTHINGTON LOFAT VEJA-LINKS,CND,UNPREP","VITASOY USA ORGANIC NASOYA,SOFT TOFU","MORI-NU,TOFU,SILKEN,FIRM"
688,"WORTHINGTON MEATLESS CHICK ROLL,FRZ,UNPREP","BEANS,PINTO,MATURE SEEDS,CND,DRND SOL,RINSED IN TAP H2O","MORNINGSTAR FARMS LASAGNA W/ VEGGIE SAUSAGE,FRZ,UNPREP"
689,"WORTHINGTON DINNER RST,FRZ,UNPREP",NATTO,"TOFU,SOFT,PREP W/CA SULFATE&MAGNESIUM CHLORIDE (NIGARI)"
690,"WORTHINGTON FRIPATS,FRZ,UNPREP","SILK LT CHOC,SOYMILK","COWPEAS,COMMON,MATURE SEEDS,CKD,BLD,W/SALT"
691,"WORTHINGTON PROSAGE LINKS,FRZ,UNPREP","SILK PLUS OMEGA-3 DHA,SOYMILK","SILK LT PLN,SOYMILK"
692,"LAMB,DOM,COMP OF RTL CUTS,LN,1/4""FAT,CHOIC,CKD","LAMB,NZ,IMP,SQUARE-CUT SHLDR CHOPS,LN,RAW","VEAL,VAR MEATS&BY-PRODUCTS,LIVER,CKD,PAN-FRIED"
693,"LAMB,DOM,COMP OF RTL CUTS,FAT,1/4""FAT,CHOIC,RAW","LAMB,DOM,SHLDR,BLADE,LN&FAT,1/4""FAT,CHOIC,CKD,BRLD","LAMB,VAR MEATS&BY-PRODUCTS,LUNGS,CKD,BRSD"
694,"LAMB,DOM,COMP OF RTL CUTS,FAT,1/4""FAT,CHOIC,CKD","LAMB,NZ,IMP,LEG CHOP/STEAK,BONE-IN,LN,RAW","GAME MEAT,RABBIT,DOMESTICATED,COMP OF CUTS,CKD,STWD"
695,"LAMB,DOM,LEG,WHL (SHK&SIRL),LN&FAT,1/4""FAT,CHOIC,CKD,RSTD","LAMB,AUS,IMP,FRSH,SHLDR,WHL (ARM&BLD),LN,1/8""FAT,CKD","LAMB,NZ,IMP,TENDERLOIN,LN,RAW"
696,"LAMB,DOM,LOIN,LN&FAT,1/4""FAT,CHOIC,CKD,RSTD","VEAL,LEG (TOP RND),LN&FAT,RAW","LAMB,AUS,IMP,FRSH,SHLDR,ARM,LN&FAT,1/8""FAT,RAW"
697,"LAMB,DOM,RIB,LN&FAT,1/4""FAT,CHOIC,CKD,BRLD","GAME MEAT,BUFFALO,H2O,CKD,RSTD","LAMB,DOM,RIB,LN,1/4""FAT,CHOIC,RAW"
698,"LAMB,DOM,SHLDR,ARM,LN&FAT,1/4""FAT,CHOIC,CKD,BRLD","GAME MEAT,BISON,LN,RAW","LAMB,VAR MEATS&BY-PRODUCTS,BRAIN,CKD,BRSD"
699,"LAMB,DOM,SHLDR,BLADE,LN,1/4""FAT,CHOIC,CKD,BRLD","GAME MEAT,BEAVER,CKD,RSTD","LAMB,DOM,LEG,WHL (SHK&SIRL),LN,1/4""FAT,CHOIC,CKD,RSTD"
700,"LAMB,NZ,IMP,FRZ,COMP OF RTL CUTS,FAT,CKD","LAMB,NZ,IMP,FRZ,COMP OF RTL CUTS,LN&FAT,1/8""FAT,RAW","LAMB,DOM,LEG,SHANK HALF,LN,1/4""FAT,CHOIC,RAW"
701,"LAMB,NZ,IMP,RACK - PARTLY FRENCHED,LN & FAT,RAW","VEAL,COMP OF RTL CUTS,LN&FAT,CKD","GAME MEAT,RABBIT,DOMESTICATED,COMP OF CUTS,CKD,RSTD"
702,"LAMB,NZ,IMP,RACK - PARTLY FRENCHED,LN & FAT,CKD,FAST RSTD","LAMB,AUS,IMP,FRSH,COMP OF RTL CUTS,LN,1/8""FAT,RAW","LAMB,NZ,IMP,TUNNEL-BONED LEG,CHUMP OFF,SHANK OFF,LN,RAW"
703,"LAMB,NZ,IMP,RACK - PARTLY FRENCHED,LN,CKD,FAST RSTD","GAME MEAT,DEER,CKD,RSTD","VEAL,VAR MEATS&BY-PRODUCTS,TONGUE,RAW"
704,"VEAL,LEG (TOP RND),LN&FAT,CKD,BRSD","LAMB,AUS,IMP,FRSH,LEG,SIRLOIN HALF,BNLESS,LN,1/8""FAT,RAW","VEAL,LEG,TOP RND,CAP OFF,CUTLET,BNLESS,RAW"
705,"VEAL,LOIN,LN&FAT,CKD,RSTD","GAME MEAT,BISON,RIBEYE,LN,1"" STEAK,CKD,BRLD","VEAL,VAR MEATS&BY-PRODUCTS,KIDNEYS,RAW"
706,"VEAL,RIB,LN,CKD,RSTD","GAME MEAT,BISON,CHUCK,SHLDR CLOD,LN,3-5 LB RST,RAW","VEAL,VAR MEATS&BY-PRODUCTS,LIVER,CKD,PAN-FRIED"
707,"VEAL,SHLDR,WHL (ARM&BLD),LN,CKD,BRSD","LAMB,NZ,IMP,RACK - PARTLY FRENCHED,LN,RAW","LAMB,NZ,IMP,KIDNEY,RAW"
708,"VEAL,VAR MEATS&BY-PRODUCTS,BRAIN,CKD,PAN-FRIED","VEAL,LEG (TOP RND),LN,CKD,PAN-FRIED,NOT BREADED","GAME MEAT,ELK,TENDERLOIN,LN,CKD,BRLD"
709,"LAMB,DOM,LEG,SIRLOIN HALF,LN&FAT,1/8""FAT,CHOIC,CKD,RSTD","LAMB,VAR MEATS&BY-PRODUCTS,HEART,RAW","LAMB,NZ,IMP,FLAP,BNLESS,LN,CKD,BRSD"
710,"LAMB,DOM,RIB,LN&FAT,1/8""FAT,CHOIC,CKD,BRLD","LAMB,DOM,SHLDR,WHL (ARM&BLD),LN,1/4""FAT,CHOIC,CKD,BRSD","LAMB,DOM,LOIN,LN,1/4""FAT,CHOIC,CKD,RSTD"
711,"LAMB,DOM,SHLDR,WHL (ARM&BLD),LN&FAT,1/8""FAT,CHOIC,RAW","LAMB,NZ,IMP,LIVER,CKD,SOAKED & FRIED","GAME MEAT,ELK,GROUND,CKD,PAN-BROILED"
712,"LAMB,DOM,SHLDR,WHL (ARM&BLD),LN&FAT,1/8""FAT,CHOIC,CKD,RSTD","GAME MEAT,ELK,GROUND,CKD,PAN-BROILED","LAMB,NZ,IMP,TENDERLOIN,LN,RAW"
713,"LAMB,DOM,SHLDR,ARM,LN&FAT,1/8""FAT,CHOIC,RAW","VEAL,LOIN,LN&FAT,RAW","LAMB,DOM,LEG,SHANK HALF,LN&FAT,1/4""FAT,CHOIC,RAW"
714,"LAMB,NZ,IMP,FRZ,COMP OF RTL CUTS,LN&FAT,1/8""FAT,CKD","GAME MEAT,BISON,GROUND,CKD,PAN-BROILED","GAME MEAT,CARIBOU,CKD,RSTD"
715,"LAMB,NZ,IMP,FRZ,LOIN,LN&FAT,1/8""FAT,RAW","LAMB,NZ,IMP,RACK - FULLY FRENCHED,LN & FAT,CKD,FAST RSTD","VEAL,AUSTRALIAN,SHANK,HIND,BONE-IN,LN & FAT"
716,"LAMB,NZ,IMP,FRZ,SHLDR,WHL (ARM&BLD),LN&FAT,1/8""FAT,CKD,BRSD","VEAL,LEG,TOP RND,CAP OFF,CUTLET,BNLESS,RAW","VEAL,VAR MEATS&BY-PRODUCTS,LUNGS,RAW"
717,"VEAL,BREAST,FAT,CKD","LAMB,AUS,IMP,FRSH,SHLDR,ARM,LN&FAT,1/8""FAT,RAW","VEAL,VAR MEATS&BY-PRODUCTS,KIDNEYS,RAW"
718,"VEAL,BREAST,PLATE HALF,BNLESS,LN&FAT,CKD,BRSD","LAMB,VAR MEATS&BY-PRODUCTS,PANCREAS,RAW","GAME MEAT,OPOSSUM,CKD,RSTD"
719,"LAMB,AUS,IMP,FRSH,FAT,RAW","VEAL,SIRLOIN,LN&FAT,CKD,RSTD","VEAL,SHANK,LN,RAW"
720,"LAMB,AUS,IMP,FRSH,LEG,WHL (SHK&SIRL),LN&FAT,1/8""FAT,RAW","VEAL,SHLDR,WHL (ARM&BLD),LN,CKD,RSTD","LAMB,DOM,RIB,LN,1/4""FAT,CHOIC,RAW"
721,"LAMB,AUS,IMP,FRSH,LEG,SIRLOIN HALF,BNLESS,LN&FAT,1/8""FAT,RAW","LAMB,AUS,IMP,FRSH,LEG,WHL (SHK&SIRL),LN,1/8""FAT,RAW","VEAL,SHLDR,BLADE,LN,CKD,RSTD"
722,"LAMB,AUS,IMP,FRSH,LEG,SIRL CHOPS,BNLESS,LN&FAT,1/8""FAT,RAW","LAMB,DOM,FORESHANK,LN,1/4""FAT,CHOIC,CKD,BRSD","LAMB,AUS,IMP,FRSH,LEG,SIRLOIN CHOPS,BNLESS,LN,1/8""FAT,RAW"
723,"LAMB,AUS,IMP,FRSH,RIB,LN,1/8""FAT,CKD,RSTD","LAMB,NZ,IMP,LOIN SADDLE,LN,CKD,FAST RSTD","VEAL,LEG (TOP RND),LN,CKD,BRSD"
724,"LAMB,AUS,IMP,FRSH,SHLDR,ARM,LN&FAT,1/8""FAT,RAW","GAME MEAT,CARIBOU,CKD,RSTD","LAMB,DOM,LOIN,LN,1/4""FAT,CHOIC,RAW"
725,"GAME MEAT BISON,TOP SIRLOIN,LN,1"" STEAK,CKD,BRLD","GAME MEAT,CARIBOU,CKD,RSTD","VEAL,LEG (TOP RND),LN&FAT,CKD,RSTD"
726,"GAME MEAT,DEER,GROUND,CKD,PAN-BROILED","LAMB,VAR MEATS&BY-PRODUCTS,SPLEEN,RAW","LAMB,NZ,IMP,FORE-SHANK,LN,RAW"
727,"LAMB,AUSTRALIAN,GROUND,85% LN / 15% FAT,RAW","LAMB,VAR MEATS&BY-PRODUCTS,HEART,RAW","VEAL,BREAST,WHL,BNLESS,LN&FAT,CKD,BRSD"
728,"LAMB,NZ,IMP,SUBCUTANEOUS FAT,RAW","LAMB,AUS,IMP,FRSH,LEG,SIRLOIN HALF,BNLESS,LN,1/8""FAT,RAW","LAMB,DOM,RIB,LN&FAT,1/4""FAT,CHOIC,CKD,RSTD"
729,"LAMB,NZ,IMP,BREAST,LN,CKD,BRSD","LAMB,NZ,IMP,LOIN,BNLESS,LN,CKD,FAST RSTD","LAMB,DOM,LEG,WHL (SHK&SIRL),LN&FAT,1/8""FAT,CHOIC,RAW"
730,"LAMB,NZ,IMP,LIVER,CKD,SOAKED & FRIED","LAMB,NZ,IMP,SWEETBREAD,RAW","LAMB,NZ,IMP,LOIN SADDLE,LN,RAW"
731,"LAMB,NZ,IMP,NECK CHOPS,LN,RAW","LAMB,AUS,IMP,FRSH,LEG,SIRLOIN HALF,BNLESS,LN,1/8""FAT,RAW","LAMB,NZ,IMP,KIDNEY,CKD,SOAKED & FRIED"
732,"VEAL,GROUND,CKD,PAN-FRIED","LAMB,DOM,FORESHANK,LN,1/4""FAT,CHOIC,CKD,BRSD","VEAL,LEG (TOP RND),LN&FAT,CKD,PAN-FRIED,NOT BREADED"
733,"VEAL,SEAM FAT ONLY,RAW","LAMB,NZ,IMP,TUNNEL-BONED LG,CHUMP OFF,SHANK OFF,LN & FAT,RAW","LAMB,DOM,SHLDR,BLADE,LN,1/4""FAT,CHOIC,CKD,RSTD"
734,"VEAL,LOIN,CHOP,LN & FAT,CKD,GRILLED","GAME MEAT,DEER,CKD,RSTD","VEAL,VAR MEATS&BY-PRODUCTS,TONGUE,RAW"
735,"BISCUITS,PLN OR BTTRMLK,DRY MIX","GIRL SCOUTS,DO-SI-DOS COOKIES","BAGELS,EGG"
736,"BISCUITS,PLN OR BTTRMLK,REFR DOUGH,LOWER FAT","CAKE,CARROT,DRY MIX,PUDDING-TYPE","KEEBLER,WAFFLE BOWLS"
