,Food label,Subs A,Subs B,True label
583,"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN & FAT,1/8"" FAT,PRIME,RAW","BEEF,NZ,IMP,TENDERLOIN,LN & FAT,RAW","BEEF,CHUCK EYE RST,BNLESS,A BF RST,LN & FAT,0"",ALL G,RAW",A
584,"BEEF,TENDERLOIN,RST,LN & FAT,1/8"" FAT,ALL GRDS,CKD,RSTD","BEEF,TOP LOIN PETITE ROAST/FILET,BNLESS,LN,1/8"" FAT,SEL,RAW","BEEF,ASTRLN,GRSFD,RND,TOPRND CAPOFF STK/RST,BNLS,LN & FT,RAW",A
585,"BEEF,TENDERLOIN,RST,LN & FAT,1/8"" FAT,CHOIC,CKD,RSTD","BEEF,CHUCK,CLOD RST,LN ONLY,TO 1/4"" FAT,ALL GRDS,CKD,RSTD","BEEF,SHRT LOIN,T-BONE STEAK,LN&FAT,1/8""FAT,ALL GRDS,RAW",A
586,"BEEF,TENDERLOIN,STEAK,LN & FAT,1/8"" FAT,SEL,RAW","BEEF,LOIN,TNDRLN RST,BNLESS,L & F,0"" FAT,ALL GRDS,CKD,RSTD","BEEF,NZ,IMP,RUMP CENTRE,LN & FAT,RAW",B
587,"BEEF,TENDERLOIN,RST,LN & FAT,1/8"" FAT,SEL,CKD,RSTD","BF,RND,KNUCKLE,TIP SIDE,STEAK,LN & FAT,0"" FAT,CH,CKD,GRILLED","BEEF,PLATE STEAK,BNLESS,INSIDE SKIRT,LN,0"" FAT,SEL,RAW",B
588,"BEEF,TENDERLOIN,LN&FAT,1/8""FAT,PRIME,RAW","BEEF,BRISKET,POINT HALF,LN,0""FAT,ALL GRDS,CKD,BRSD","BEEF,NZ,IMP,RIBS PREP,CKD,FAST RSTD",B
589,"BEEF,TENDERLOIN,STEAK,LN & FAT,1/8"" FAT,PRIME,CKD,BRLD","BEEF,SHRT LOIN,T-BONE STEAK,LN,0"" FAT,CHOIC,CKD,BRLD","BEEF,NZ,IMP,LIVER,CKD,BLD",B
590,"BEEF,TENDERLOIN,RST,LN & FAT,1/8"" FAT,PRIME,CKD,RSTD","BEEF,TOP LOIN FILET,BNLESS,LN,1/8"" FAT,CHOIC,CKD,GRILLED","BF,RND,KNUCK,TIP SIDE,STK,LN & FAT,0"" FAT,ALL GRDS,CKD,GRLD",B
591,"BEEF,TOP SIRLOIN,STEAK,LN & FAT,1/8"" FAT,ALL GRDS,CKD,BRLD","BEEF,CHCK,MCK TENDER STK,LN & FAT,0"" FAT,USDA CHOIC,CKD,BRLD","BEEF,RND,BTTM RND,STEAK,LN,0"" FAT,CHOIC,CKD,BRSD",A
592,"BEEF,TOP SIRLOIN,STEAK,LN & FAT,1/8"" FAT,CHOIC,CKD,BRLD","BEEF,TOP LOIN FILET,BNLESS,LN,1/8"" FAT,CHOIC,CKD,GRILLED","BEEF,TOP SIRLOIN,STEAK,LN,1/8"" FAT,SEL,RAW",B
593,"BEEF,CHUCK,CLOD RST,LN,0"" FAT,SEL,CKD,RSTD","BEEF,VAR MEATS&BY-PRODUCTS,KIDNEYS,RAW","BEEF,NZ,IMP,TENDERLOIN,LN & FAT,RAW",B
594,"BEEF,FLANK,STEAK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD","BEEF,RND,EYE OF RD STEAK,BNLESS,L & F,0"" FT,CHOIC,CK,GRLLED","BEEF,SHRT LOIN,PRTRHS STEAK,LN,1/8"" FAT,SEL,RAW",B
595,"BEEF,RIB EYE,SML END (RIBS 10-12),LN & FAT,0"",SEL,CKD,BRLD","BEEF,FLANK,STEAK,LN,0"" FAT,ALL GRDS,RAW","BEEF,RND,EYE OF RND RST,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW",B
596,"BEEF,BTTM SIRLOIN,TRI-TIP RST,LN & FAT,0"" FAT,ALL GRDS,RAW","BEEF,LOIN,TOP SIRLOIN CAP STEAK,BNLESS,LN,1/8"" FAT,SEL,RAW","BEEF,CHK,UND BL POT RST,BNLESS,LN,0"" FAT,ALL GRDS,CKD, BRSD",A
597,"BEEF,BTTM SIRLOIN,TRI-TIP RST,LN & FAT,0"" FAT,SEL,CKD,RSTD","BEEF,LOIN,TOP SIRLON CAP STK,BNLS,LN,1/8"" FAT,CHOIC,CKD,GRLD","BEEF,CHUCK EYE STEAK,BNLESS,LN,0"" FAT,ALL GRDS,RAW",B
598,"ALCOHOLIC BEV,WHISKEY SOUR,PREP FROM ITEM 14028","ALCOHOLIC BEV,WINE,TABLE,WHITE,MULLER THURGAU","ALCOHOLIC BEV,WINE,TABLE,RED,BURGUNDY",A
599,"BEVERAGES,ABBOTT,EAS WHEY PROT PDR","BEVERAGE,HORCHATA,AS SERVED IN RESTAURANT","CAROB-FLAVOR BEV MIX,PDR",B
600,"BEVERAGES,ABBOTT,EAS SOY PROT PDR","WATER,TAP,MUNICIPAL","V8 SPLASH JUC DRINKS,ORCHARD BLEND",A
601,"ALCOHOLIC BEV,DISTILLED,GIN,90 PROOF","FRUIT PUNCH DRK,FRZ CONC","CARBONATED BEV,TONIC H2O",B
602,"BEVERAGES,NESTLE,OVALTINE,RICH CHOC,PDR","CARBONATED BEV,CLUB SODA","V8 SPLASH JUC DRINKS,FRUIT MEDLEY",A
603,"COFFEE&COCOA (MOCHA) PDR,W/WHTNR&LO CAL SWTNR,DECAFFEINATED","LIMEADE,FRZ CONC,PREP W/H2O","BEVERAGES,CHOC MALT,PDR,PREP W/ FAT FREE MILK",B
604,"FRUIT PUNCH DRK,FRZ CONC","BEVERAGES,ABBOTT,ENSURE,NUTRITIONAL SHAKE,RTD","BEVERAGES,H2O,BTLD,YUMBERRY,POMEGRANATE W/ ANTI-OXIDANTS",B
605,"LEMONADE-FLAVOR DRK,PDR","TEA,INST,SWTND W/SUGAR,LEMON-FLAVORED,W/ VIT C,PDR","ORANGE-FLAVOR DRK,BRKFST TYPE,W/PULP,FRZ CONC",B
606,"MALTED DRK MIX,CHOC,W/ ADDED NUTR,PDR,PREP W/ WHL MILK","ALCOHOLIC BEV,WINE,TABLE,RED,BURGUNDY","COFFEE,INST,REG,PREP W/H2O",B
607,"MALTED DRK MIX,CHOC,PDR","ENERGY DRK,VAULT,CITRUS FLAVOR","COFFEE,INST,DECAFFEINATED,PDR",B
608,"STRAWBERRY-FLAVOR BEV MIX,PDR","ALCOHOLIC BEV,LIQUEUR,COFFEE,63 PROOF","BEVERAGES,OCEAN SPRAY,CRAN-ENERGY,CRANBERRY ENERGY JUC DRK",B
609,"TEA,INST,SWTND W/SUGAR,LEMN-FLAV,WO/ VIT C,PDR,DECAFFEINATED","LEMONADE-FLAVOR DRK,PDR,PREP W/H2O","MALTED DRK MIX,CHOC,PDR",A
610,"ORANGE-FLAVOR DRK,BRKFST TYPE,W/PULP,FRZ CONC,PREP W/H2O","ENERGY DRK,AMP,SUGAR FREE","ALCOHOLIC BEV,WINE,TABLE,WHITE,LATE HARVEST",A
611,"ALCOHOLIC BEV,LIQUEUR,COFFEE,63 PROOF","BEVERAGES,OCEAN SPRAY,CRAN-ENERGY,CRANBERRY ENERGY JUC DRK","ALCOHOLIC BEV,WINE,DSSRT,DRY",A
612,"HORCHATA,DRY MIX,UNPREP,VAR OF BRANDS,ALL W/ MORRO SEEDS","CHOCOLATE-FLAVOR BEV MIX W/ ADDED NUTR,PREP W/ WHL MILK","BEVERAGES,GEROLSTEINER BRUNNEN GMBH H2O,BTLD,NAT SPARK,MIN",B
613,"BEVERAGES,NUTRITIONAL SHAKE MIX,HI PROT,PDR","TEA,INST,UNSWTND,LEMON-FLAVORED,PDR","COFFEE,INST,REG,PDR",A
614,"ANCHOVY,EUROPEAN,RAW","SPOT,RAW","CUSK,RAW",B
615,"BURBOT,RAW","PIKE,NORTHERN,RAW","TILEFISH,RAW",B
616,"BUTTERFISH,RAW","SPOT,RAW","BLUEFISH,RAW",B
617,"CARP,RAW","PERCH,MIXED SPECIES,RAW","PIKE,NORTHERN,RAW",A
618,"CAVIAR,BLACK&RED,GRANULAR","MACKEREL,ATLANTIC,RAW","CARP,RAW",B
619,"COD,PACIFIC,RAW","SALMON,CHUM,RAW","PIKE,NORTHERN,RAW",B
620,"CROAKER,ATLANTIC,RAW","SNAPPER,MIXED SPECIES,RAW","SUCKER,WHITE,RAW",A
621,"DRUM,FRESHWATER,RAW","BASS,FRSH H2O,MXD SP,RAW","CUSK,RAW",B
622,"EEL,MIXED SPECIES,RAW","CUSK,RAW","DRUM,FRESHWATER,RAW",A
623,"FLATFISH (FLOUNDER&SOLE SP),RAW","PIKE,NORTHERN,RAW","SPOT,RAW",A
624,"FLATFISH (FLOUNDER&SOLE SP),CKD,DRY HEAT","DOLPHINFISH,RAW","CISCO,RAW",B
625,"HADDOCK,RAW","LINGCOD,RAW","CRAYFISH,MXD SP,WILD,RAW",B
626,"HALIBUT,GREENLAND,RAW","DRUM,FRESHWATER,RAW","POUT,OCEAN,RAW",B
627,"HERRING,PACIFIC,RAW","LING,RAW","MONKFISH,RAW",B
628,"LING,RAW","SHARK,MIXED SPECIES,RAW","MONKFISH,RAW",B
629,"MACKEREL,ATLANTIC,RAW","CISCO,RAW","CARP,RAW",A
630,"MACKEREL,KING,RAW","CUSK,RAW","BASS,FRSH H2O,MXD SP,RAW",B
631,"MACKEREL,PACIFIC&JACK,MXD SP,RAW","BASS,FRSH H2O,MXD SP,RAW","CARP,RAW",A
632,"MACKEREL,SPANISH,RAW","SNAPPER,MIXED SPECIES,RAW","STURGEON,MXD SP,RAW",B
633,"MILKFISH,RAW","POUT,OCEAN,RAW","SALMON,ATLANTIC,WILD,RAW",A
634,"MULLET,STRIPED,RAW","SUNFISH,PUMPKIN SEED,RAW","ROUGHY,ORANGE,RAW",B
635,"OCEAN PERCH,ATLANTIC,RAW","WHITEFISH,MXD SP,RAW","ROUGHY,ORANGE,RAW",B
636,"POMPANO,FLORIDA,RAW","CUSK,RAW","DRUM,FRESHWATER,RAW",A
637,"SABLEFISH,RAW","PERCH,MIXED SPECIES,RAW","SALMON,COHO,WILD,RAW",A
638,"SALMON,COHO,WILD,RAW","PERCH,MIXED SPECIES,RAW","CUSK,RAW",A
639,"SALMON,SOCKEYE,RAW","SHEEPSHEAD,RAW","SUNFISH,PUMPKIN SEED,RAW",B
640,"SEATROUT,MXD SP,RAW","TILEFISH,RAW","SHARK,MIXED SPECIES,RAW",A
641,"SPOT,RAW","SNAPPER,MIXED SPECIES,RAW","SEA BASS,MXD SP,RAW",A
642,"SWORDFISH,RAW","TROUT,RAINBOW,WILD,RAW","LINGCOD,RAW",B
643,"SWORDFISH,COOKED,DRY HEAT","SEATROUT,MXD SP,RAW","SNAPPER,MIXED SPECIES,RAW",B
644,"TROUT,MIXED SPECIES,RAW","ROUGHY,ORANGE,RAW","WHITEFISH,MXD SP,RAW",A
645,"TUNA,LT,CND IN OIL,DRND SOL","TUNA,FRESH,SKIPJACK,RAW","MACKEREL,JACK,CND,DRND SOL",A
646,"TURBOT,EUROPEAN,RAW","CRAYFISH,MXD SP,WILD,RAW","GROUPER,MIXED SPECIES,RAW",A
647,"YELLOWTAIL,MXD SP,RAW","WHITING,MIXED SPECIES,RAW","SNAPPER,MIXED SPECIES,RAW",B
648,"CRAB,ALASKA KING,RAW","CUSK,RAW","SALMON,CHUM,RAW",A
649,"CRAB,BLUE,RAW","GROUPER,MIXED SPECIES,RAW","LINGCOD,RAW",B
650,"CRAB,DUNGENESS,RAW","CUSK,RAW","SALMON,COHO,WILD,RAW",A
651,"CRAB,QUEEN,RAW","SPINY LOBSTER,MXD SP,RAW","PERCH,MIXED SPECIES,RAW",B
652,"LOBSTER,NORTHERN,RAW","SPINY LOBSTER,MXD SP,RAW","PERCH,MIXED SPECIES,RAW",B
653,"SHRIMP,MIXED SPECIES,RAW","OYSTER,PACIFIC,RAW","WHELK,UNSPECIFIED,RAW",A
654,"ABALONE,MIXED SPECIES,RAW","SWORDFISH,RAW","POLLOCK,ATLANTIC,RAW",B
655,"ABALONE,MXD SP,CKD,FRIED","CRAYFISH,MXD SP,FARMED,CKD,MOIST HEAT","MACKEREL,PACIFIC&JACK,MXD SP,CKD,DRY HEAT",A
656,"CLAM,MIXED SPECIES,RAW","SUNFISH,PUMPKIN SEED,RAW","SCALLOP,MIXED SPECIES,RAW",A
657,"CUTTLEFISH,MXD SP,RAW","CRAYFISH,MXD SP,WILD,RAW","TURBOT,EUROPEAN,RAW",A
658,"OCTOPUS,COMMON,RAW","SUNFISH,PUMPKIN SEED,RAW","OYSTER,EASTERN,WILD,RAW",A
659,"SCALLOP,MIXED SPECIES,RAW","OYSTER,EASTERN,WILD,RAW","OCTOPUS,COMMON,RAW",A
660,"SALMON,CHINOOK,SMOKED,(LOX),REG","COD,PACIFIC,CKD,DRY HEAT","MACKEREL,KING,CKD,DRY HEAT",B
661,"BEANS,CRANBERRY (ROMAN),MATURE SEEDS,CND","PIGEON PEAS (RED GM),MATURE SEEDS,CKD,BLD,WO/SALT","BEANS,GREAT NORTHERN,MATURE SEEDS,CKD,BLD,WO/SALT",B
662,"BROADBEANS (FAVA BEANS),MATURE SEEDS,RAW","BEANS,GREAT NORTHERN,MATURE SEEDS,RAW","BEANS,KIDNEY,CALIFORNIA RED,MATURE SEEDS,RAW",A
663,"LIMA BNS,LRG,MATURE SEEDS,RAW","PIGEON PEAS (RED GM),MATURE SEEDS,RAW","BEANS,FRENCH,MATURE SEEDS,RAW",B
664,"LIMA BNS,THIN SEEDED (BABY),MATURE SEEDS,RAW","BEANS,FRENCH,MATURE SEEDS,RAW","MUNGO BNS,MATURE SEEDS,RAW",B
665,"LUPINS,MATURE SEEDS,RAW","BEANS,GREAT NORTHERN,MATURE SEEDS,RAW","BEANS,FRENCH,MATURE SEEDS,RAW",A
666,"MOTHBEANS,MATURE SEEDS,RAW","CHICKPEAS (GARBANZO BNS,BENGAL GM),MATURE SEEDS,RAW","BEANS,PINK,MATURE SEEDS,RAW",B
667,"MUNG BNS,MATURE SEEDS,RAW","BEANS,FRENCH,MATURE SEEDS,RAW","PIGEON PEAS (RED GM),MATURE SEEDS,RAW",B
668,"NOODLES,CHINESE,CELLOPHANE OR LONG RICE (MUNG BNS),DEHYD","SOYMILK (ALL FLAVORS),ENHANCED","WORTHINGTON FOODS,MORNINGSTAR FARMS BRKFST PATTIES",A
669,"SOYBEANS,MATURE SEEDS,RAW","TOFU,FRIED,PREP W/CA SULFATE","TOFU,FRIED",A
670,TEMPEH,"SOYBEANS,MATURE SEEDS,RAW","TOFU,FRIED,PREP W/CA SULFATE",B
671,SOY SAU MADE FROM SOY (TAMARI),"PEAS,GRN,SPLIT,MATURE SEEDS,RAW","FALAFEL,HOME-PREPARED",A
672,SOY SAU MADE FROM HYDROLYZED VEG PROT,"BROADBEANS (FAVA BNS),MATURE SEEDS,CKD,BLD,WO/SALT",SOY SAU MADE FROM SOY&WHEAT (SHOYU),A
673,"TOFU,SALTED&FERMENTED (FUYU)","TOFU,FRIED,PREP W/CA SULFATE","TOFU,FRIED",B
674,"PEANUT BUTTER,SMOOTH,VIT & MINERAL FORT","BEANS,FRENCH,MATURE SEEDS,CKD,BLD,W/SALT","SOY SAU MADE FROM SOY&WHEAT (SHOYU),LO NA",A
675,"HUMMUS,COMMERCIAL","HYACINTH BNS,MATURE SEEDS,RAW","MORNINGSTAR FARMS MEDITERRANEAN CHICKPEA,FRZ,UNPREP",A
676,"MORI-NU,TOFU,SILKEN,LITE EX FIRM","BEANS,PINK,MATURE SEEDS,CKD,BLD,WO/SALT","BEANS,KIDNEY,RED,MATURE SEEDS,CKD,BLD,W/SALT",A
677,"USDA CMDTY,PNUT BUTTER,SMOOTH","BEANS,KIDNEY,RED,MATURE SEEDS,RAW","BEANS,PINTO,CND,DRND SOL",B
678,"VITASOY USA,VITASOY ORGANIC CREAMY ORIGINAL SOYMILK","BEANS,YEL,MATURE SEEDS,CKD,BLD,W/SALT","VITASOY USA ORGANIC NASOYA,SOFT TOFU",A
679,SILK BANANA-STRAWBERRY SOY YOGURT,"BEANS,FRENCH,MATURE SEEDS,CKD,BLD,WO/SALT","BEANS,KIDNEY,ALL TYPES,MATURE SEEDS,CKD,BLD,WO/SALT",B
680,HOUSE FOODS PREMIUM SOFT TOFU,"BEANS,YEL,MATURE SEEDS,RAW","BEANS,FRENCH,MATURE SEEDS,RAW",B
681,HOUSE FOODS PREMIUM FIRM TOFU,"CHICKPEAS,MATURE SEEDS,CND,SOL & LIQUIDS,LO NA","BEANS,ADZUKI,MATURE SEEDS,CKD,BLD,WO/SALT",B
682,"LIMA BNS,LRG,MATURE SEEDS,CKD,BLD,W/SALT","BEANS,KIDNEY,ALL TYPES,MATURE SEEDS,CKD,BLD,WO/SALT","BEANS,ADZUKI,MATURE SEEDS,CKD,BLD,WO/SALT",A
683,"REFRIED BNS,CND,TRADITIONAL,RED NA","BEANS,SML WHITE,MATURE SEEDS,CKD,BLD,W/SALT","SOY PROT ISOLATE,K TYPE",A
684,"SOY SAU MADE FROM SOY&WHEAT (SHOYU),LO NA","BEANS,PINTO,MATURE SEEDS,CKD,BLD,WO/SALT","BEANS,FRENCH,MATURE SEEDS,CKD,BLD,W/SALT",A
685,"TOFU,DRIED-FROZEN (KOYADOFU),PREP W/CA SULFATE","SOYBEANS,MATURE SEEDS,RAW","TOFU,FRIED,PREP W/CA SULFATE",B
686,"TOFU,SALTED&FERMENTED (FUYU),PREP W/CA SULFATE","TOFU,FRIED","TOFU,FRIED,PREP W/CA SULFATE",B
687,"WORTHINGTON LOFAT VEJA-LINKS,CND,UNPREP","VITASOY USA ORGANIC NASOYA,SOFT TOFU","MORI-NU,TOFU,SILKEN,FIRM",B
688,"WORTHINGTON MEATLESS CHICK ROLL,FRZ,UNPREP","BEANS,PINTO,MATURE SEEDS,CND,DRND SOL,RINSED IN TAP H2O","MORNINGSTAR FARMS LASAGNA W/ VEGGIE SAUSAGE,FRZ,UNPREP",B
689,"WORTHINGTON DINNER RST,FRZ,UNPREP","TOFU,SOFT,PREP W/CA SULFATE&MAGNESIUM CHLORIDE (NIGARI)",NATTO,B
690,"WORTHINGTON FRIPATS,FRZ,UNPREP","SILK LT CHOC,SOYMILK","COWPEAS,COMMON,MATURE SEEDS,CKD,BLD,W/SALT",B
691,"WORTHINGTON PROSAGE LINKS,FRZ,UNPREP","SILK LT PLN,SOYMILK","SILK PLUS OMEGA-3 DHA,SOYMILK",B
692,"LAMB,DOM,COMP OF RTL CUTS,LN,1/4""FAT,CHOIC,CKD","VEAL,VAR MEATS&BY-PRODUCTS,LIVER,CKD,PAN-FRIED","LAMB,NZ,IMP,SQUARE-CUT SHLDR CHOPS,LN,RAW",A
693,"LAMB,DOM,COMP OF RTL CUTS,FAT,1/4""FAT,CHOIC,RAW","LAMB,VAR MEATS&BY-PRODUCTS,LUNGS,CKD,BRSD","LAMB,DOM,SHLDR,BLADE,LN&FAT,1/4""FAT,CHOIC,CKD,BRLD",A
694,"LAMB,DOM,COMP OF RTL CUTS,FAT,1/4""FAT,CHOIC,CKD","LAMB,NZ,IMP,LEG CHOP/STEAK,BONE-IN,LN,RAW","GAME MEAT,RABBIT,DOMESTICATED,COMP OF CUTS,CKD,STWD",A
695,"LAMB,DOM,LEG,WHL (SHK&SIRL),LN&FAT,1/4""FAT,CHOIC,CKD,RSTD","LAMB,NZ,IMP,TENDERLOIN,LN,RAW","LAMB,AUS,IMP,FRSH,SHLDR,WHL (ARM&BLD),LN,1/8""FAT,CKD",A
696,"LAMB,DOM,LOIN,LN&FAT,1/4""FAT,CHOIC,CKD,RSTD","VEAL,LEG (TOP RND),LN&FAT,RAW","LAMB,AUS,IMP,FRSH,SHLDR,ARM,LN&FAT,1/8""FAT,RAW",A
697,"LAMB,DOM,RIB,LN&FAT,1/4""FAT,CHOIC,CKD,BRLD","GAME MEAT,BUFFALO,H2O,CKD,RSTD","LAMB,DOM,RIB,LN,1/4""FAT,CHOIC,RAW",A
698,"LAMB,DOM,SHLDR,ARM,LN&FAT,1/4""FAT,CHOIC,CKD,BRLD","GAME MEAT,BISON,LN,RAW","LAMB,VAR MEATS&BY-PRODUCTS,BRAIN,CKD,BRSD",A
699,"LAMB,DOM,SHLDR,BLADE,LN,1/4""FAT,CHOIC,CKD,BRLD","GAME MEAT,BEAVER,CKD,RSTD","LAMB,DOM,LEG,WHL (SHK&SIRL),LN,1/4""FAT,CHOIC,CKD,RSTD",B
700,"LAMB,NZ,IMP,FRZ,COMP OF RTL CUTS,FAT,CKD","LAMB,NZ,IMP,FRZ,COMP OF RTL CUTS,LN&FAT,1/8""FAT,RAW","LAMB,DOM,LEG,SHANK HALF,LN,1/4""FAT,CHOIC,RAW",B
701,"LAMB,NZ,IMP,RACK - PARTLY FRENCHED,LN & FAT,RAW","VEAL,COMP OF RTL CUTS,LN&FAT,CKD","GAME MEAT,RABBIT,DOMESTICATED,COMP OF CUTS,CKD,RSTD",B
702,"LAMB,NZ,IMP,RACK - PARTLY FRENCHED,LN & FAT,CKD,FAST RSTD","LAMB,AUS,IMP,FRSH,COMP OF RTL CUTS,LN,1/8""FAT,RAW","LAMB,NZ,IMP,TUNNEL-BONED LEG,CHUMP OFF,SHANK OFF,LN,RAW",B
703,"LAMB,NZ,IMP,RACK - PARTLY FRENCHED,LN,CKD,FAST RSTD","GAME MEAT,DEER,CKD,RSTD","VEAL,VAR MEATS&BY-PRODUCTS,TONGUE,RAW",A
704,"VEAL,LEG (TOP RND),LN&FAT,CKD,BRSD","LAMB,AUS,IMP,FRSH,LEG,SIRLOIN HALF,BNLESS,LN,1/8""FAT,RAW","VEAL,LEG,TOP RND,CAP OFF,CUTLET,BNLESS,RAW",B
705,"VEAL,LOIN,LN&FAT,CKD,RSTD","VEAL,VAR MEATS&BY-PRODUCTS,KIDNEYS,RAW","GAME MEAT,BISON,RIBEYE,LN,1"" STEAK,CKD,BRLD",A
706,"VEAL,RIB,LN,CKD,RSTD","VEAL,VAR MEATS&BY-PRODUCTS,LIVER,CKD,PAN-FRIED","GAME MEAT,BISON,CHUCK,SHLDR CLOD,LN,3-5 LB RST,RAW",B
707,"VEAL,SHLDR,WHL (ARM&BLD),LN,CKD,BRSD","LAMB,NZ,IMP,KIDNEY,RAW","LAMB,NZ,IMP,RACK - PARTLY FRENCHED,LN,RAW",A
708,"VEAL,VAR MEATS&BY-PRODUCTS,BRAIN,CKD,PAN-FRIED","VEAL,LEG (TOP RND),LN,CKD,PAN-FRIED,NOT BREADED","GAME MEAT,ELK,TENDERLOIN,LN,CKD,BRLD",B
709,"LAMB,DOM,LEG,SIRLOIN HALF,LN&FAT,1/8""FAT,CHOIC,CKD,RSTD","LAMB,VAR MEATS&BY-PRODUCTS,HEART,RAW","LAMB,NZ,IMP,FLAP,BNLESS,LN,CKD,BRSD",A
710,"LAMB,DOM,RIB,LN&FAT,1/8""FAT,CHOIC,CKD,BRLD","LAMB,DOM,LOIN,LN,1/4""FAT,CHOIC,CKD,RSTD","LAMB,DOM,SHLDR,WHL (ARM&BLD),LN,1/4""FAT,CHOIC,CKD,BRSD",A
711,"LAMB,DOM,SHLDR,WHL (ARM&BLD),LN&FAT,1/8""FAT,CHOIC,RAW","LAMB,NZ,IMP,LIVER,CKD,SOAKED & FRIED","GAME MEAT,ELK,GROUND,CKD,PAN-BROILED",A
712,"LAMB,DOM,SHLDR,WHL (ARM&BLD),LN&FAT,1/8""FAT,CHOIC,CKD,RSTD","LAMB,NZ,IMP,TENDERLOIN,LN,RAW","GAME MEAT,ELK,GROUND,CKD,PAN-BROILED",A
713,"LAMB,DOM,SHLDR,ARM,LN&FAT,1/8""FAT,CHOIC,RAW","VEAL,LOIN,LN&FAT,RAW","LAMB,DOM,LEG,SHANK HALF,LN&FAT,1/4""FAT,CHOIC,RAW",A
714,"LAMB,NZ,IMP,FRZ,COMP OF RTL CUTS,LN&FAT,1/8""FAT,CKD","GAME MEAT,CARIBOU,CKD,RSTD","GAME MEAT,BISON,GROUND,CKD,PAN-BROILED",A
715,"LAMB,NZ,IMP,FRZ,LOIN,LN&FAT,1/8""FAT,RAW","LAMB,NZ,IMP,RACK - FULLY FRENCHED,LN & FAT,CKD,FAST RSTD","VEAL,AUSTRALIAN,SHANK,HIND,BONE-IN,LN & FAT",B
716,"LAMB,NZ,IMP,FRZ,SHLDR,WHL (ARM&BLD),LN&FAT,1/8""FAT,CKD,BRSD","VEAL,LEG,TOP RND,CAP OFF,CUTLET,BNLESS,RAW","VEAL,VAR MEATS&BY-PRODUCTS,LUNGS,RAW",A
717,"VEAL,BREAST,FAT,CKD","LAMB,AUS,IMP,FRSH,SHLDR,ARM,LN&FAT,1/8""FAT,RAW","VEAL,VAR MEATS&BY-PRODUCTS,KIDNEYS,RAW",B
718,"VEAL,BREAST,PLATE HALF,BNLESS,LN&FAT,CKD,BRSD","LAMB,VAR MEATS&BY-PRODUCTS,PANCREAS,RAW","GAME MEAT,OPOSSUM,CKD,RSTD",B
719,"LAMB,AUS,IMP,FRSH,FAT,RAW","VEAL,SHANK,LN,RAW","VEAL,SIRLOIN,LN&FAT,CKD,RSTD",A
720,"LAMB,AUS,IMP,FRSH,LEG,WHL (SHK&SIRL),LN&FAT,1/8""FAT,RAW","VEAL,SHLDR,WHL (ARM&BLD),LN,CKD,RSTD","LAMB,DOM,RIB,LN,1/4""FAT,CHOIC,RAW",A
721,"LAMB,AUS,IMP,FRSH,LEG,SIRLOIN HALF,BNLESS,LN&FAT,1/8""FAT,RAW","LAMB,AUS,IMP,FRSH,LEG,WHL (SHK&SIRL),LN,1/8""FAT,RAW","VEAL,SHLDR,BLADE,LN,CKD,RSTD",A
722,"LAMB,AUS,IMP,FRSH,LEG,SIRL CHOPS,BNLESS,LN&FAT,1/8""FAT,RAW","LAMB,DOM,FORESHANK,LN,1/4""FAT,CHOIC,CKD,BRSD","LAMB,AUS,IMP,FRSH,LEG,SIRLOIN CHOPS,BNLESS,LN,1/8""FAT,RAW",B
723,"LAMB,AUS,IMP,FRSH,RIB,LN,1/8""FAT,CKD,RSTD","LAMB,NZ,IMP,LOIN SADDLE,LN,CKD,FAST RSTD","VEAL,LEG (TOP RND),LN,CKD,BRSD",B
724,"LAMB,AUS,IMP,FRSH,SHLDR,ARM,LN&FAT,1/8""FAT,RAW","LAMB,DOM,LOIN,LN,1/4""FAT,CHOIC,RAW","GAME MEAT,CARIBOU,CKD,RSTD",A
725,"GAME MEAT BISON,TOP SIRLOIN,LN,1"" STEAK,CKD,BRLD","VEAL,LEG (TOP RND),LN&FAT,CKD,RSTD","GAME MEAT,CARIBOU,CKD,RSTD",A
726,"GAME MEAT,DEER,GROUND,CKD,PAN-BROILED","LAMB,NZ,IMP,FORE-SHANK,LN,RAW","LAMB,VAR MEATS&BY-PRODUCTS,SPLEEN,RAW",A
727,"LAMB,AUSTRALIAN,GROUND,85% LN / 15% FAT,RAW","VEAL,BREAST,WHL,BNLESS,LN&FAT,CKD,BRSD","LAMB,VAR MEATS&BY-PRODUCTS,HEART,RAW",B
728,"LAMB,NZ,IMP,SUBCUTANEOUS FAT,RAW","LAMB,AUS,IMP,FRSH,LEG,SIRLOIN HALF,BNLESS,LN,1/8""FAT,RAW","LAMB,DOM,RIB,LN&FAT,1/4""FAT,CHOIC,CKD,RSTD",A
729,"LAMB,NZ,IMP,BREAST,LN,CKD,BRSD","LAMB,NZ,IMP,LOIN,BNLESS,LN,CKD,FAST RSTD","LAMB,DOM,LEG,WHL (SHK&SIRL),LN&FAT,1/8""FAT,CHOIC,RAW",A
730,"LAMB,NZ,IMP,LIVER,CKD,SOAKED & FRIED","LAMB,NZ,IMP,SWEETBREAD,RAW","LAMB,NZ,IMP,LOIN SADDLE,LN,RAW",A
