,u,v,Food id,Substitution id,Scores,Scores (Sigmoid),Food label,Substitution label,Food Nutri-Value,Substitution Nutri-Value
4900,3361,5096,http://idea.rpi.edu/heals/kb/usda#11568,http://idea.rpi.edu/heals/kb/usda#16386,0.29043946,0.57210374,"TURNIP GREENS,RAW","PEAS,SPLIT,MATURE SEEDS,CKD,BLD,W/SALT",-3,-7
3358,3368,1079,http://idea.rpi.edu/heals/kb/usda#11578,http://idea.rpi.edu/heals/kb/usda#05630,0.5824701,0.6416356,"VEGETABLE JUC COCKTAIL,CND","EMU,OUTSIDE DRUM,RAW",1,-3
3358,3368,1079,http://idea.rpi.edu/heals/kb/usda#11578,http://idea.rpi.edu/heals/kb/usda#05630,0.5824701,0.6416356,"VEGETABLE JUC COCKTAIL,CND","EMU,OUTSIDE DRUM,RAW",1,-3
3489,3377,7578,http://idea.rpi.edu/heals/kb/usda#11591,http://idea.rpi.edu/heals/kb/usda#23411,0.75656164,0.6806068,"WATERCRESS,RAW","BEEF,NZ,IMP,FLANK,LN,RAW",-1,-2
3489,3377,7578,http://idea.rpi.edu/heals/kb/usda#11591,http://idea.rpi.edu/heals/kb/usda#23411,0.75656164,0.6806068,"WATERCRESS,RAW","BEEF,NZ,IMP,FLANK,LN,RAW",-1,-2
5072,3384,281,http://idea.rpi.edu/heals/kb/usda#11601,http://idea.rpi.edu/heals/kb/usda#02045,-2.880163,0.053142935,"YAM,RAW","DILL WEED,FRSH",-3,-4
5072,3384,281,http://idea.rpi.edu/heals/kb/usda#11601,http://idea.rpi.edu/heals/kb/usda#02045,-2.880163,0.053142935,"YAM,RAW","DILL WEED,FRSH",-3,-4
4480,3390,3611,http://idea.rpi.edu/heals/kb/usda#11613,http://idea.rpi.edu/heals/kb/usda#11869,0.5926833,0.64398056,"BORAGE,RAW","SQUASH,WNTR,HUBBARD,CKD,BLD,MSHD,W/SALT",-1,-1
4789,3390,5068,http://idea.rpi.edu/heals/kb/usda#11613,http://idea.rpi.edu/heals/kb/usda#16331,0.5926833,0.64398056,"BORAGE,RAW","BEANS,KIDNEY,CALIFORNIA RED,MATURE SEEDS,CKD,BLD,W/SALT",-1,-7
5995,3403,862,http://idea.rpi.edu/heals/kb/usda#11632,http://idea.rpi.edu/heals/kb/usda#05057,1.7398695,0.8506705,"PEPPERS,JALAPENO,CND,SOL&LIQUIDS","CHICKEN,BROILERS OR FRYERS,BREAST,MEAT&SKN,RAW",8,-1
6560,3403,1846,http://idea.rpi.edu/heals/kb/usda#11632,http://idea.rpi.edu/heals/kb/usda#08031,1.7398695,0.8506705,"PEPPERS,JALAPENO,CND,SOL&LIQUIDS","CEREALS RTE,KELLOGG'S FRSTD MINI-WHEATS,BIG BITE",8,-2
2675,3406,5932,http://idea.rpi.edu/heals/kb/usda#11640,http://idea.rpi.edu/heals/kb/usda#18363,0.5037614,0.6233429,"SHALLOTS,FREEZE-DRIED","TORTILLAS,RTB OR -FRY,CORN",2,-6
2675,3406,5932,http://idea.rpi.edu/heals/kb/usda#11640,http://idea.rpi.edu/heals/kb/usda#18363,0.5037614,0.6233429,"SHALLOTS,FREEZE-DRIED","TORTILLAS,RTB OR -FRY,CORN",2,-6
3907,3434,6440,http://idea.rpi.edu/heals/kb/usda#11676,http://idea.rpi.edu/heals/kb/usda#19413,1.2818537,0.7827652,"RADISH SEEDS,SPROUTED,RAW","SNACKS,RICE CAKES,BROWN RICE,CORN",-2,-3
3908,3434,3315,http://idea.rpi.edu/heals/kb/usda#11676,http://idea.rpi.edu/heals/kb/usda#11495,1.2818537,0.7827652,"RADISH SEEDS,SPROUTED,RAW","SUCCOTASH,(CORN&LIMAS),RAW",-2,-6
5242,3438,5406,http://idea.rpi.edu/heals/kb/usda#11693,http://idea.rpi.edu/heals/kb/usda#17202,1.8432822,0.8633364,"TOMATOES,CRUSHED,CANNED","VEAL,VAR MEATS&BY-PRODUCTS,LIVER,RAW",0,-3
5242,3438,5406,http://idea.rpi.edu/heals/kb/usda#11693,http://idea.rpi.edu/heals/kb/usda#17202,1.8432822,0.8633364,"TOMATOES,CRUSHED,CANNED","VEAL,VAR MEATS&BY-PRODUCTS,LIVER,RAW",0,-3
605,3674,5478,http://idea.rpi.edu/heals/kb/usda#11935,http://idea.rpi.edu/heals/kb/usda#17275,2.463904,0.92157227,Catsup,"VEAL,BREAST,WHL,BNLESS,LN,CKD,BRSD",15,0
5200,3674,1096,http://idea.rpi.edu/heals/kb/usda#11935,http://idea.rpi.edu/heals/kb/usda#05655,2.463904,0.92157227,Catsup,"OSTRICH,TIP RAW",15,-4
3285,3687,3527,http://idea.rpi.edu/heals/kb/usda#11951,http://idea.rpi.edu/heals/kb/usda#11787,2.7994595,0.94264656,"PEPPERS,SWEET,YELLOW,RAW","DRUMSTICK PODS,CKD,BLD,DRND,W/ SALT",0,-2
3285,3687,3527,http://idea.rpi.edu/heals/kb/usda#11951,http://idea.rpi.edu/heals/kb/usda#11787,2.7994595,0.94264656,"PEPPERS,SWEET,YELLOW,RAW","DRUMSTICK PODS,CKD,BLD,DRND,W/ SALT",0,-2
6801,3690,3009,http://idea.rpi.edu/heals/kb/usda#11954,http://idea.rpi.edu/heals/kb/usda#11119,1.2914853,0.78439844,"TOMATILLOS,RAW","CABBAGE,CHINESE (PE-TSAI),RAW",-1,-1
6801,3690,3009,http://idea.rpi.edu/heals/kb/usda#11954,http://idea.rpi.edu/heals/kb/usda#11119,1.2914853,0.78439844,"TOMATILLOS,RAW","CABBAGE,CHINESE (PE-TSAI),RAW",-1,-1
604,3691,2400,http://idea.rpi.edu/heals/kb/usda#11955,http://idea.rpi.edu/heals/kb/usda#09269,-0.1821259,0.45459396,"TOMATOES,SUN-DRIED","PINEAPPLE,CND,LT SYRUP PK,SOL&LIQUIDS",3,2
6985,3691,3126,http://idea.rpi.edu/heals/kb/usda#11955,http://idea.rpi.edu/heals/kb/usda#11263,0.7816061,0.68602616,"TOMATOES,SUN-DRIED","MUSHROOMS,WHITE,STIR-FRIED",3,-3
3142,3710,3727,http://idea.rpi.edu/heals/kb/usda#11976,http://idea.rpi.edu/heals/kb/usda#11992,0.27289125,0.56780255,"PEPPER,BANANA,RAW","MUSHROOMS,WHITE,MICROWAVED",-4,-4
3142,3710,3727,http://idea.rpi.edu/heals/kb/usda#11976,http://idea.rpi.edu/heals/kb/usda#11992,0.27289125,0.56780255,"PEPPER,BANANA,RAW","MUSHROOMS,WHITE,MICROWAVED",-4,-4
1315,3746,4377,http://idea.rpi.edu/heals/kb/usda#12023,http://idea.rpi.edu/heals/kb/usda#14142,0.85504216,0.70162374,"SESAME SEEDS,WHOLE,DRIED","CARBONATED BEV,GRAPE SODA",3,0
1333,3746,3365,http://idea.rpi.edu/heals/kb/usda#12023,http://idea.rpi.edu/heals/kb/usda#11575,0.85504216,0.70162374,"SESAME SEEDS,WHOLE,DRIED","TURNIP GRNS,FRZ,CKD,BLD,DRND,WO/SALT",3,-5
1275,3752,3564,http://idea.rpi.edu/heals/kb/usda#12036,http://idea.rpi.edu/heals/kb/usda#11822,0.4305951,0.60601574,"SUNFLOWER SD KRNLS,DRIED","PEPPERS,SWT,GRN,CKD,BLD,DRND,W/SALT",1,1
1278,3752,5676,http://idea.rpi.edu/heals/kb/usda#12036,http://idea.rpi.edu/heals/kb/usda#18042,0.4305951,0.60601574,"SUNFLOWER SD KRNLS,DRIED","BREAD,PITA,WHOLE-WHEAT",1,-3
1434,3763,4600,http://idea.rpi.edu/heals/kb/usda#12061,http://idea.rpi.edu/heals/kb/usda#15020,-0.03857847,0.49035656,ALMONDS,"CROAKER,ATLANTIC,RAW",0,-3
1314,3763,4465,http://idea.rpi.edu/heals/kb/usda#12061,http://idea.rpi.edu/heals/kb/usda#14366,0.60745835,0.6473608,ALMONDS,"TEA,INST,UNSWTND,PDR",0,-6
7855,3791,1358,http://idea.rpi.edu/heals/kb/usda#12115,http://idea.rpi.edu/heals/kb/usda#06311,1.4277381,0.8065486,"COCONUT CRM,RAW (LIQ EXPRESSED FROM GRATED MEAT)","CAMPBELL'S RED&WHITE,CHICK WON TON SOUP,COND",10,6
7855,3791,1358,http://idea.rpi.edu/heals/kb/usda#12115,http://idea.rpi.edu/heals/kb/usda#06311,1.4277381,0.8065486,"COCONUT CRM,RAW (LIQ EXPRESSED FROM GRATED MEAT)","CAMPBELL'S RED&WHITE,CHICK WON TON SOUP,COND",10,6
3238,3796,2429,http://idea.rpi.edu/heals/kb/usda#12120,http://idea.rpi.edu/heals/kb/usda#09299,-2.7136497,0.062172707,HAZELNUTS OR FILBERTS,"RAISINS,SEEDED",1,-3
1416,3796,3578,http://idea.rpi.edu/heals/kb/usda#12120,http://idea.rpi.edu/heals/kb/usda#11836,0.5111487,0.6250757,HAZELNUTS OR FILBERTS,"POTATOES,MICROWAVED,CKD,IN SKN,SKN W/SALT",1,-4
1281,3803,3581,http://idea.rpi.edu/heals/kb/usda#12131,http://idea.rpi.edu/heals/kb/usda#11841,0.070026815,0.51749957,"MACADAMIA NUTS,RAW","POTATOES,FR FR,ALL TYPES,SALT NOT ADDED IN PROC,FRZ,OVN-HTD",10,0
1282,3803,2960,http://idea.rpi.edu/heals/kb/usda#12131,http://idea.rpi.edu/heals/kb/usda#11046,1.3817688,0.7992749,"MACADAMIA NUTS,RAW","BEANS,NAVY,MATURE SEEDS,SPROUTED,RAW",10,-3
1327,3805,5499,http://idea.rpi.edu/heals/kb/usda#12135,http://idea.rpi.edu/heals/kb/usda#17296,1.0102712,0.73307323,"MIXED NUTS,DRY RSTD,W/PNUTS,WO/SALT","LAMB,AUS,IMP,FRSH,LEG,SHANK HALF,LN,1/8""FAT,RAW",3,-2
1328,3805,4796,http://idea.rpi.edu/heals/kb/usda#12135,http://idea.rpi.edu/heals/kb/usda#15220,3.6704273,0.9751668,"MIXED NUTS,DRY RSTD,W/PNUTS,WO/SALT","TUNA,SKIPJACK,FRSH,CKD,DRY HEAT",3,-4
7227,3809,2314,http://idea.rpi.edu/heals/kb/usda#12142,http://idea.rpi.edu/heals/kb/usda#09152,-0.7751112,0.3153745,PECANS,"LEMON JUICE,RAW",4,0
7709,3809,4672,http://idea.rpi.edu/heals/kb/usda#12142,http://idea.rpi.edu/heals/kb/usda#15092,1.1235929,0.7546546,PECANS,"SEA BASS,MXD SP,CKD,DRY HEAT",4,-4
1258,3813,2261,http://idea.rpi.edu/heals/kb/usda#12147,http://idea.rpi.edu/heals/kb/usda#09090,0.25635904,0.5637411,"NUTS,PINE NUTS,DRIED","FIGS,CND,H2O PK,SOL&LIQUIDS",4,0
1324,3813,3281,http://idea.rpi.edu/heals/kb/usda#12147,http://idea.rpi.edu/heals/kb/usda#11451,4.0414844,0.9827321,"NUTS,PINE NUTS,DRIED","SOYBEANS,GRN,CKD,BLD,DRND,WO/SALT",4,-8
7194,3818,2362,http://idea.rpi.edu/heals/kb/usda#12154,http://idea.rpi.edu/heals/kb/usda#09226,-1.318221,0.21111442,"WALNUTS,BLACK,DRIED","PAPAYAS,RAW",0,0
6377,3818,4890,http://idea.rpi.edu/heals/kb/usda#12154,http://idea.rpi.edu/heals/kb/usda#16051,0.4750372,0.6165753,"WALNUTS,BLACK,DRIED","BEANS,WHITE,MATURE SEEDS,CND",0,-8
7182,3821,6656,http://idea.rpi.edu/heals/kb/usda#12158,http://idea.rpi.edu/heals/kb/usda#20125,2.6361525,0.9331524,"BREADFRUIT SEEDS,ROASTED","SPAGHETTI,WHOLE-WHEAT,CKD",-6,-6
7182,3821,6656,http://idea.rpi.edu/heals/kb/usda#12158,http://idea.rpi.edu/heals/kb/usda#20125,2.6361525,0.9331524,"BREADFRUIT SEEDS,ROASTED","SPAGHETTI,WHOLE-WHEAT,CKD",-6,-6
6835,3835,5194,http://idea.rpi.edu/heals/kb/usda#12195,http://idea.rpi.edu/heals/kb/usda#16601,1.5803956,0.8292605,"ALMOND BUTTER,PLN,WO/SALT","MORNINGSTAR FARMS GRILLERS CHIK'N VEGGIE PATTIES,FRZ,UNPREP",1,-4
6835,3835,5194,http://idea.rpi.edu/heals/kb/usda#12195,http://idea.rpi.edu/heals/kb/usda#16601,1.5803956,0.8292605,"ALMOND BUTTER,PLN,WO/SALT","MORNINGSTAR FARMS GRILLERS CHIK'N VEGGIE PATTIES,FRZ,UNPREP",1,-4
1426,3844,6564,http://idea.rpi.edu/heals/kb/usda#12220,http://idea.rpi.edu/heals/kb/usda#20022,0.5093515,0.6246544,"SEEDS,FLAXSEED","CORNMEAL,DEGERMED,ENR,YEL",-1,-4
1426,3844,6564,http://idea.rpi.edu/heals/kb/usda#12220,http://idea.rpi.edu/heals/kb/usda#20022,0.5093515,0.6246544,"SEEDS,FLAXSEED","CORNMEAL,DEGERMED,ENR,YEL",-1,-4
5623,3903,70,http://idea.rpi.edu/heals/kb/usda#13047,http://idea.rpi.edu/heals/kb/usda#01077,0.06360304,0.5158954,"BEEF,GRASS-FED,GROUND,RAW","MILK,WHL,3.25% MILKFAT,W/ ADDED VITAMIN D",2,1
5570,3903,4862,http://idea.rpi.edu/heals/kb/usda#13047,http://idea.rpi.edu/heals/kb/usda#16023,2.2801292,0.9072179,"BEEF,GRASS-FED,GROUND,RAW","BEANS,FRENCH,MATURE SEEDS,CKD,BLD,WO/SALT",2,-8
2762,3905,8414,http://idea.rpi.edu/heals/kb/usda#13065,http://idea.rpi.edu/heals/kb/usda#35053,0.69590676,0.6672796,"BEEF,FLANK,STEAK,LN & FAT,0"" FAT,CHOIC,RAW","MOUSE NUTS,SEEDLINGS (ALASKA NATIVE)",0,-3
2762,3905,8414,http://idea.rpi.edu/heals/kb/usda#13065,http://idea.rpi.edu/heals/kb/usda#35053,0.69590676,0.6672796,"BEEF,FLANK,STEAK,LN & FAT,0"" FAT,CHOIC,RAW","MOUSE NUTS,SEEDLINGS (ALASKA NATIVE)",0,-3
5555,3925,7251,http://idea.rpi.edu/heals/kb/usda#13231,http://idea.rpi.edu/heals/kb/usda#23070,0.49858376,0.62212646,"BEEF,SHRT LOIN,PRTRHS STEAK,LN,1/8"" FAT,CHOIC,RAW","BEEF,CHUCK EYE COUNTRY-STYLE RIBS,BNLESS,LN,0"" FAT,SEL,CKD,B",-1,-1
5555,3925,7251,http://idea.rpi.edu/heals/kb/usda#13231,http://idea.rpi.edu/heals/kb/usda#23070,0.49858376,0.62212646,"BEEF,SHRT LOIN,PRTRHS STEAK,LN,1/8"" FAT,CHOIC,RAW","BEEF,CHUCK EYE COUNTRY-STYLE RIBS,BNLESS,LN,0"" FAT,SEL,CKD,B",-1,-1
6718,3930,4036,http://idea.rpi.edu/heals/kb/usda#13285,http://idea.rpi.edu/heals/kb/usda#13439,-5.1339912,0.0058584693,"BEEF,CHUCK,UND BL POT RST,BNLESS,LN,0"" FAT,ALL GRDS,CKD","BEEF,LOIN,TNDRLN STEAK,BNLESS,L & F,0"" F,A GRDS,CKD,GRILLED",1,0
7692,3930,5377,http://idea.rpi.edu/heals/kb/usda#13285,http://idea.rpi.edu/heals/kb/usda#17173,1.6221151,0.83508664,"BEEF,CHUCK,UND BL POT RST,BNLESS,LN,0"" FAT,ALL GRDS,CKD","GAME MEAT,MOOSE,CKD,RSTD",1,-4
8755,4031,4822,http://idea.rpi.edu/heals/kb/usda#13428,http://idea.rpi.edu/heals/kb/usda#15246,1.379366,0.79888916,"BEEF,RND,TOP RND,LN&FAT,0""FAT,ALL GRDS,CKD,BRSD","OYSTER,EASTERN,FARMED,CKD,DRY HEAT",-1,-3
8755,4031,4822,http://idea.rpi.edu/heals/kb/usda#13428,http://idea.rpi.edu/heals/kb/usda#15246,1.379366,0.79888916,"BEEF,RND,TOP RND,LN&FAT,0""FAT,ALL GRDS,CKD,BRSD","OYSTER,EASTERN,FARMED,CKD,DRY HEAT",-1,-3
5659,4048,5031,http://idea.rpi.edu/heals/kb/usda#13451,http://idea.rpi.edu/heals/kb/usda#16245,1.018707,0.7347207,"BEEF,TOP SIRLOIN,STEAK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD","SILK VERY VANILLA,SOYMILK",0,0
5659,4048,5031,http://idea.rpi.edu/heals/kb/usda#13451,http://idea.rpi.edu/heals/kb/usda#16245,1.018707,0.7347207,"BEEF,TOP SIRLOIN,STEAK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD","SILK VERY VANILLA,SOYMILK",0,0
6523,4270,3391,http://idea.rpi.edu/heals/kb/usda#13977,http://idea.rpi.edu/heals/kb/usda#11614,-2.161635,0.10324898,"BEEF,PLATE,INSIDE SKIRT STEAK,LN,0"" FAT,ALL GRDS,CKD,BRLD","BORAGE,CKD,BLD,DRND,WO/SALT",0,-1
6520,4270,5107,http://idea.rpi.edu/heals/kb/usda#13977,http://idea.rpi.edu/heals/kb/usda#16409,1.0751632,0.7455776,"BEEF,PLATE,INSIDE SKIRT STEAK,LN,0"" FAT,ALL GRDS,CKD,BRLD","SOYBEANS,MATURE SEEDS,CKD,BLD,W/SALT",0,-5
4159,4584,2431,http://idea.rpi.edu/heals/kb/usda#15004,http://idea.rpi.edu/heals/kb/usda#09302,0.21327731,0.5531181,"BASS,STRIPED,RAW","RASPBERRIES,RAW",-4,-5
4132,4584,6661,http://idea.rpi.edu/heals/kb/usda#15004,http://idea.rpi.edu/heals/kb/usda#20131,5.1254244,0.99409145,"BASS,STRIPED,RAW",BARLEY MALT FLR,-4,-6
8024,4590,6166,http://idea.rpi.edu/heals/kb/usda#15010,http://idea.rpi.edu/heals/kb/usda#19050,0.33887976,0.5839184,"CATFISH,CHANNEL,WILD,RAW","SNACKS,PRETZELS,HARD,WHOLE-WHEAT INCL BOTH SALTED & UNSALTED",-4,-4
5489,4590,5090,http://idea.rpi.edu/heals/kb/usda#15010,http://idea.rpi.edu/heals/kb/usda#16372,0.908919,0.7127789,"CATFISH,CHANNEL,WILD,RAW","LIMA BNS,LRG,MATURE SEEDS,CKD,BLD,W/SALT",-4,-6
4350,4611,243,http://idea.rpi.edu/heals/kb/usda#15031,http://idea.rpi.edu/heals/kb/usda#02006,-0.17460671,0.4564589,"GROUPER,MIXED SPECIES,RAW","SPICES,CARDAMOM",-4,-7
4328,4611,5067,http://idea.rpi.edu/heals/kb/usda#15031,http://idea.rpi.edu/heals/kb/usda#16328,0.39198965,0.5967616,"GROUPER,MIXED SPECIES,RAW","BEANS,KIDNEY,ALL TYPES,MATURE SEEDS,CKD,BLD,W/SALT",-4,-7
4363,4613,2996,http://idea.rpi.edu/heals/kb/usda#15033,http://idea.rpi.edu/heals/kb/usda#11104,-0.8400723,0.30151957,"HADDOCK,RAW","BURDOCK ROOT,RAW",-3,-3
5418,4613,1978,http://idea.rpi.edu/heals/kb/usda#15033,http://idea.rpi.edu/heals/kb/usda#08314,0.58192265,0.6415097,"HADDOCK,RAW","CEREALS,QUAKER,HOMINY GRITS,WHITE,QUICK,DRY",-3,-6
4182,4625,5123,http://idea.rpi.edu/heals/kb/usda#15045,http://idea.rpi.edu/heals/kb/usda#16429,-0.4648164,0.38584384,"LINGCOD,RAW","TOFU,FRIED,PREP W/CA SULFATE",-4,-4
4182,4625,5123,http://idea.rpi.edu/heals/kb/usda#15045,http://idea.rpi.edu/heals/kb/usda#16429,-0.4648164,0.38584384,"LINGCOD,RAW","TOFU,FRIED,PREP W/CA SULFATE",-4,-4
3553,4645,8470,http://idea.rpi.edu/heals/kb/usda#15065,http://idea.rpi.edu/heals/kb/usda#35150,0.97068715,0.72525644,"POLLOCK,ATLANTIC,RAW","FISH,SALMON,COHO (SILVER),RAW (ALASKA NATIVE)",-4,-4
7997,4645,4864,http://idea.rpi.edu/heals/kb/usda#15065,http://idea.rpi.edu/heals/kb/usda#16025,1.1763254,0.76428646,"POLLOCK,ATLANTIC,RAW","BEANS,GREAT NORTHERN,MATURE SEEDS,CKD,BLD,WO/SALT",-4,-9
6821,4679,3073,http://idea.rpi.edu/heals/kb/usda#15099,http://idea.rpi.edu/heals/kb/usda#11207,0.97567147,0.7262485,"SMELT,RAINBOW,RAW","DANDELION GREENS,RAW",-4,-4
6822,4679,5070,http://idea.rpi.edu/heals/kb/usda#15099,http://idea.rpi.edu/heals/kb/usda#16335,0.97567147,0.7262485,"SMELT,RAINBOW,RAW","BEANS,KIDNEY,RED,MATURE SEEDS,CND,DRND SOL,RINSED IN TAP H2O",-4,-7
4126,4690,3006,http://idea.rpi.edu/heals/kb/usda#15110,http://idea.rpi.edu/heals/kb/usda#11115,0.2972849,0.5737786,"SWORDFISH,RAW","CABBAGE,SAVOY,CKD,BLD,DRND,WO/SALT",-3,-3
8825,4690,4854,http://idea.rpi.edu/heals/kb/usda#15110,http://idea.rpi.edu/heals/kb/usda#16015,0.57783943,0.64057016,"SWORDFISH,RAW","BEANS,BLACK,MATURE SEEDS,CKD,BLD,WO/SALT",-3,-9
8725,4695,6599,http://idea.rpi.edu/heals/kb/usda#15115,http://idea.rpi.edu/heals/kb/usda#20063,-4.244507,0.014139998,"TROUT,RAINBOW,WILD,RAW","RYE FLOUR,DARK",-4,-6
4203,4695,5070,http://idea.rpi.edu/heals/kb/usda#15115,http://idea.rpi.edu/heals/kb/usda#16335,0.35687882,0.5882847,"TROUT,RAINBOW,WILD,RAW","BEANS,KIDNEY,RED,MATURE SEEDS,CND,DRND SOL,RINSED IN TAP H2O",-4,-7
9021,4697,2113,http://idea.rpi.edu/heals/kb/usda#15117,http://idea.rpi.edu/heals/kb/usda#08640,0.7031106,0.66887707,"TUNA,FRESH,BLUEFIN,RAW","CEREALS,QUAKER,INST OATMEAL ORGANIC,REG",-3,-5
9021,4697,2113,http://idea.rpi.edu/heals/kb/usda#15117,http://idea.rpi.edu/heals/kb/usda#08640,0.7031106,0.66887707,"TUNA,FRESH,BLUEFIN,RAW","CEREALS,QUAKER,INST OATMEAL ORGANIC,REG",-3,-5
8262,4706,3708,http://idea.rpi.edu/heals/kb/usda#15129,http://idea.rpi.edu/heals/kb/usda#11974,0.7918717,0.6882331,"TURBOT,EUROPEAN,RAW","GRAPE LEAVES,RAW",-3,-6
3565,4706,4881,http://idea.rpi.edu/heals/kb/usda#15129,http://idea.rpi.edu/heals/kb/usda#16042,0.90155125,0.7112682,"TURBOT,EUROPEAN,RAW","BEANS,PINTO,MATURE SEEDS,RAW",-3,-6
5051,4716,2434,http://idea.rpi.edu/heals/kb/usda#15139,http://idea.rpi.edu/heals/kb/usda#09307,0.6372203,0.65412486,"CRAB,BLUE,RAW","RHUBARB,RAW",-1,-1
8820,4716,5077,http://idea.rpi.edu/heals/kb/usda#15139,http://idea.rpi.edu/heals/kb/usda#16346,1.1721926,0.76354116,"CRAB,BLUE,RAW","BEANS,SML WHITE,MATURE SEEDS,CKD,BLD,W/SALT",-1,-7
5141,4722,285,http://idea.rpi.edu/heals/kb/usda#15145,http://idea.rpi.edu/heals/kb/usda#02049,0.9673904,0.72459906,"CRAYFISH,MXD SP,WILD,RAW","THYME,FRSH",-5,-7
5141,4722,285,http://idea.rpi.edu/heals/kb/usda#15145,http://idea.rpi.edu/heals/kb/usda#02049,0.9673904,0.72459906,"CRAYFISH,MXD SP,WILD,RAW","THYME,FRSH",-5,-7
5041,4732,4588,http://idea.rpi.edu/heals/kb/usda#15155,http://idea.rpi.edu/heals/kb/usda#15008,-0.49045455,0.3797865,"ABALONE,MIXED SPECIES,RAW","CARP,RAW",-1,-3
5020,4732,1919,http://idea.rpi.edu/heals/kb/usda#15155,http://idea.rpi.edu/heals/kb/usda#08159,0.5832794,0.6418217,"ABALONE,MIXED SPECIES,RAW","CEREALS,CORN GRITS,YEL,REG & QUICK,ENR,DRY",-1,-4
8548,4739,5060,http://idea.rpi.edu/heals/kb/usda#15163,http://idea.rpi.edu/heals/kb/usda#16315,0.8577734,0.7021952,"CUTTLEFISH,MXD SP,RAW","BEANS,BLACK,MATURE SEEDS,CKD,BLD,W/SALT",-1,-7
8548,4739,5060,http://idea.rpi.edu/heals/kb/usda#15163,http://idea.rpi.edu/heals/kb/usda#16315,0.8577734,0.7021952,"CUTTLEFISH,MXD SP,RAW","BEANS,BLACK,MATURE SEEDS,CKD,BLD,W/SALT",-1,-7
4615,4751,5053,http://idea.rpi.edu/heals/kb/usda#15175,http://idea.rpi.edu/heals/kb/usda#16275,1.408347,0.8035051,"SQUID,MIXED SPECIES,RAW","VITASOY USA ORGANIC NASOYA SPROUTED,TOFU PLUS SUPER FIRM",-4,-4
4615,4751,5053,http://idea.rpi.edu/heals/kb/usda#15175,http://idea.rpi.edu/heals/kb/usda#16275,1.408347,0.8035051,"SQUID,MIXED SPECIES,RAW","VITASOY USA ORGANIC NASOYA SPROUTED,TOFU PLUS SUPER FIRM",-4,-4
5500,4827,3002,http://idea.rpi.edu/heals/kb/usda#15253,http://idea.rpi.edu/heals/kb/usda#11110,0.9763171,0.72637683,"SALMON,SOCKEYE,CND,TOTAL CAN CONTENTS","CABBAGE,CKD,BLD,DRND,WO/SALT",1,-1
5500,4827,3002,http://idea.rpi.edu/heals/kb/usda#15253,http://idea.rpi.edu/heals/kb/usda#11110,0.9763171,0.72637683,"SALMON,SOCKEYE,CND,TOTAL CAN CONTENTS","CABBAGE,CKD,BLD,DRND,WO/SALT",1,-1
5137,4837,4259,http://idea.rpi.edu/heals/kb/usda#15270,http://idea.rpi.edu/heals/kb/usda#13963,0.7443849,0.67795396,"CRUSTACEANS,SHRIMP,UNTREATED,RAW","BEEF,CHUCK,MOCK TENDER STEAK,LN,0"" FAT,SEL,CKD,BRLD",-3,-3
5137,4837,4259,http://idea.rpi.edu/heals/kb/usda#15270,http://idea.rpi.edu/heals/kb/usda#13963,0.7443849,0.67795396,"CRUSTACEANS,SHRIMP,UNTREATED,RAW","BEEF,CHUCK,MOCK TENDER STEAK,LN,0"" FAT,SEL,CKD,BRLD",-3,-3
2098,4847,3637,http://idea.rpi.edu/heals/kb/usda#16006,http://idea.rpi.edu/heals/kb/usda#11897,1.0033529,0.7317173,"BEANS,BKD,CND,PLN OR VEGETARIAN","YAM,CKD,BLD,DRND,OR BKD,W/SALT",-1,-1
2097,4847,6614,http://idea.rpi.edu/heals/kb/usda#16006,http://idea.rpi.edu/heals/kb/usda#20078,4.2729497,0.9862511,"BEANS,BKD,CND,PLN OR VEGETARIAN","WHEAT GERM,CRUDE",-1,-5
6789,4879,260,http://idea.rpi.edu/heals/kb/usda#16040,http://idea.rpi.edu/heals/kb/usda#02023,-1.890118,0.13123102,"BEANS,PINK,MATURE SEEDS,RAW","MARJORAM,DRIED",-6,-7
6789,4879,260,http://idea.rpi.edu/heals/kb/usda#16040,http://idea.rpi.edu/heals/kb/usda#02023,-1.890118,0.13123102,"BEANS,PINK,MATURE SEEDS,RAW","MARJORAM,DRIED",-6,-7
6967,4895,4869,http://idea.rpi.edu/heals/kb/usda#16056,http://idea.rpi.edu/heals/kb/usda#16030,3.612736,0.9737308,"CHICKPEAS (GARBANZO BNS,BENGAL GM),MATURE SEEDS,RAW","BEANS,KIDNEY,CALIFORNIA RED,MATURE SEEDS,RAW",-4,-6
6967,4895,4869,http://idea.rpi.edu/heals/kb/usda#16056,http://idea.rpi.edu/heals/kb/usda#16030,3.612736,0.9737308,"CHICKPEAS (GARBANZO BNS,BENGAL GM),MATURE SEEDS,RAW","BEANS,KIDNEY,CALIFORNIA RED,MATURE SEEDS,RAW",-4,-6
5329,4898,5298,http://idea.rpi.edu/heals/kb/usda#16059,http://idea.rpi.edu/heals/kb/usda#17094,0.81844574,0.6939063,"CHILI WITH BEANS,CANNED","VEAL,LEG (TOP RND),LN&FAT,RAW",1,-3
